,company,title,salary,location,date
3632,ADOBE INC,DATA SCIENTIST,"113,443","SEATTLE, WA",11/14/2019
3633,REDFIN CORPORATION,DATA SCIENTIST,"113,700","SEATTLE, WA",02/05/2021
3634,FACEBOOK INC,DATA SCIENTIST,"114,000","SEATTLE, WA",01/27/2021
3635,FACEBOOK INC,DATA SCIENTIST,"114,000","SEATTLE, WA",01/27/2021
3636,FACEBOOK INC,DATA SCIENTIST,"114,000","SEATTLE, WA",02/01/2021
3637,FACEBOOK INC,DATA SCIENTIST,"114,000","SEATTLE, WA",09/23/2021
3638,FACEBOOK INC,DATA SCIENTIST,"114,000","SEATTLE, WA",09/23/2021
3639,STARBUCKS COFFEE COMPANY,DATA SCIENTIST,"114,500","SEATTLE, WA",08/30/2021
3640,FUELCOMM INC,DATA SCIENTIST,"115,000","SEATTLE, WA",03/23/2022
3641,FUELCOMM INC,DATA SCIENTIST,"115,000","SEATTLE, WA",03/23/2022
3642,UBER TECHNOLOGIES INC,DATA SCIENTIST,"115,000","SEATTLE, WA",01/09/2018
3643,ZILLOW INC,DATA SCIENTIST,"115,000","SEATTLE, WA",02/24/2015
3644,FACEBOOK INC,DATA SCIENTIST,"115,000","SEATTLE, WA",02/11/2020
3645,ZULILY INC,DATA SCIENTIST,"115,000","SEATTLE, WA",02/03/2015
3646,ZILLOW INC,DATA SCIENTIST,"115,128","SEATTLE, WA",10/10/2019
3647,ZILLOW INC,DATA SCIENTIST,"115,128","SEATTLE, WA",02/27/2020
3648,ZILLOW INC,DATA SCIENTIST,"115,128","SEATTLE, WA",03/02/2020
3649,ZILLOW INC,DATA SCIENTIST,"115,128","SEATTLE, WA",03/05/2020
3650,NORDSTROM INC,DATA SCIENTIST,"116,000","SEATTLE, WA",02/04/2020
3651,META PLATFORMS INC,DATA SCIENTIST,"116,250","SEATTLE, WA",04/08/2022
3652,META PLATFORMS INC,DATA SCIENTIST,"116,250","SEATTLE, WA",04/18/2022
3653,ZILLOW INC,DATA SCIENTIST,"116,400","SEATTLE, WA",08/29/2018
3654,ZILLOW INC,DATA SCIENTIST,"116,905","SEATTLE, WA",05/25/2021
3655,STARBUCKS COFFEE COMPANY,DATA SCIENTIST,"117,900","SEATTLE, WA",05/02/2022
3656,INDEED INC,DATA SCIENTIST,"118,000","SEATTLE, WA",08/04/2021
3657,BRIGHTCOVE INC,DATA SCIENTIST,"118,000","SEATTLE, WA",02/03/2016
3658,"




",null,null,null,null
3659,AMAZONCOM SERVICES INC,DATA SCIENTIST,"118,000","SEATTLE, WA",03/19/2018
3660,LIVE NATION WORLDWIDE INC,DATA SCIENTIST,"119,016","SEATTLE, WA",03/08/2017
3661,ACE AMERICAN INSURANCE COMPANY,DATA SCIENTIST,"119,350","SEATTLE, WA",07/08/2021
3662,ACE AMERICAN INSURANCE COMPANY,DATA SCIENTIST,"119,350","SEATTLE, WA",07/12/2021
3663,FUELCOMM INC,DATA SCIENTIST,"119,350","SEATTLE, WA",04/20/2022
3664,MODERN LIFE INC,DATA SCIENTIST,"119,475","SEATTLE, WA",12/13/2021
3665,THE BOEING COMPANY,DATA SCIENTIST,"119,850","SEATTLE, WA",02/27/2019
3666,THE BOEING COMPANY,DATA SCIENTIST,"119,850","SEATTLE, WA",02/28/2019
3667,THE BOEING COMPANY,DATA SCIENTIST,"119,850","SEATTLE, WA",02/07/2019
3668,THE BOEING COMPANY,DATA SCIENTIST,"119,850","SEATTLE, WA",02/13/2019
3669,THE BOEING COMPANY,DATA SCIENTIST,"119,850","SEATTLE, WA",03/10/2019
3670,GROUPON INC,DATA SCIENTIST,"119,900","SEATTLE, WA",01/17/2019
3671,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","SEATTLE, WA",10/07/2020
3672,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","SEATTLE, WA",10/07/2020
3673,DOCUSIGN INC,DATA SCIENTIST,"120,000","SEATTLE, WA",12/16/2020
3674,FACEBOOK INC,DATA SCIENTIST,"120,000","SEATTLE, WA",12/01/2020
3675,CURACLOUD CORPORATION,DATA SCIENTIST,"120,000","SEATTLE, WA",03/20/2017
3676,CURACLOUD CORPORATION,DATA SCIENTIST,"120,000","SEATTLE, WA",03/20/2017
3677,LYFT INC,DATA SCIENTIST,"120,000","SEATTLE, WA",01/30/2020
3678,META PLATFORMS INC,DATA SCIENTIST,"120,000","SEATTLE, WA",01/26/2022
3679,CONVOY INC,DATA SCIENTIST,"120,000","SEATTLE, WA",03/03/2021
3680,NORDSTROM INC,DATA SCIENTIST,"120,000","SEATTLE, WA",02/11/2020
3681,CHANGE HEALTHCARE TECHNOLOGIES LLC,DATA SCIENTIST,"120,000","SEATTLE, WA",03/15/2021
3682,NORDSTROM INC,DATA SCIENTIST,"120,000","SEATTLE, WA",02/21/2022
3683,LIVE LEARNING TECHNOLOGIES SHARED RESOURCES LLC,DATA SCIENTIST,"120,000","SEATTLE, WA",03/24/2021
3684,VARSITY TUTORS LLC,DATA SCIENTIST,"120,000","SEATTLE, WA",03/06/2020
3685,VARSITY TUTORS LLC,DATA SCIENTIST,"120,000","SEATTLE, WA",03/06/2020
3686,REALSELF INC,DATA SCIENTIST,"120,000","SEATTLE, WA",03/20/2020
3687,NESTLE USA INC,DATA SCIENTIST,"120,000","SEATTLE, WA",08/17/2018
3688,FACEBOOK INC,DATA SCIENTIST,"120,000","SEATTLE, WA",01/10/2020
3689,FACEBOOK INC,DATA SCIENTIST,"121,305","SEATTLE, WA",02/24/2021
3690,INDEED INC,DATA SCIENTIST,"122,533","SEATTLE, WA",03/01/2017
3691,HOTWIRE INC,DATA SCIENTIST,"122,824","SEATTLE, WA",06/23/2020
3692,LIVE LEARNING TECHNOLOGIES LLC,DATA SCIENTIST,"123,600","SEATTLE, WA",03/24/2021
3693,CARRENTALSCOM INC,DATA SCIENTIST,"124,280","SEATTLE, WA",03/13/2020
3694,EGENCIA LLC,DATA SCIENTIST,"124,280","SEATTLE, WA",03/12/2020
3695,CARRENTALSCOM INC,DATA SCIENTIST,"124,280","SEATTLE, WA",03/13/2020
3696,EXPEDIA INC,DATA SCIENTIST,"124,280","SEATTLE, WA",01/16/2020
3697,ZILLOW INC,DATA SCIENTIST,"124,301","SEATTLE, WA",05/17/2021
3698,ZILLOW INC,DATA SCIENTIST,"124,301","SEATTLE, WA",05/17/2021
3699,OSMOSE UTILITIES SERVICES INC,DATA SCIENTIST,"124,848","SEATTLE, WA",04/28/2021
3700,ULTIMATE FITNESS GROUP LLC,DATA SCIENTIST,"125,000","SEATTLE, WA",08/05/2021
3701,UBER TECHNOLOGIES INC,DATA SCIENTIST,"125,000","SEATTLE, WA",12/26/2018
3702,HOTWIRE INC,DATA SCIENTIST,"125,000","SEATTLE, WA",02/27/2018
3703,STRIPE INC,DATA SCIENTIST,"125,154","SEATTLE, WA",10/26/2020
3704,STRIPE INC,DATA SCIENTIST,"127,088","SEATTLE, WA",09/28/2021
3705,GOOGLE LLC,DATA SCIENTIST,"128,000","SEATTLE, WA",03/12/2020
3706,GOOGLE LLC,DATA SCIENTIST,"128,000","SEATTLE, WA",01/14/2020
3707,ORACLE AMERICA INC,DATA SCIENTIST,"128,536","SEATTLE, WA",07/26/2018
3708,CONTEXT RELEVANT INC,DATA SCIENTIST,"129,000","SEATTLE, WA",09/02/2016
3709,CONTEXT RELEVANT INC,DATA SCIENTIST,"129,000","SEATTLE, WA",09/06/2016
3710,ORACLE AMERICA INC,DATA SCIENTIST,"129,118","SEATTLE, WA",03/16/2019
3711,UBER TECHNOLOGIES INC,DATA SCIENTIST,"129,600","SEATTLE, WA",07/31/2019
3712,AMAZONCOM SERVICES INC,DATA SCIENTIST,"130,000","SEATTLE, WA",11/06/2019
3713,ACCOLADE INC,DATA SCIENTIST,"130,000","SEATTLE, WA",02/13/2017
3714,INDEED INC,DATA SCIENTIST,"130,000","SEATTLE, WA",02/12/2020
3715,ELECTRONIC ARTS INC,DATA SCIENTIST,"130,000","SEATTLE, WA",03/10/2020
3716,ZUME INC,DATA SCIENTIST,"130,000","SEATTLE, WA",02/28/2019
3717,QUORA INC,DATA SCIENTIST,"130,146","SEATTLE, WA",02/04/2022
3718,ZILLOW INC,DATA SCIENTIST,"132,080","SEATTLE, WA",03/07/2018
3719,GROUPON INC,DATA SCIENTIST,"134,000","SEATTLE, WA",03/21/2018
3720,CHANGE HEALTHCARE TECHNOLOGIES LLC,DATA SCIENTIST,"135,000","SEATTLE, WA",01/11/2021
3721,CHANGE HEALTHCARE TECHNOLOGIES LLC,DATA SCIENTIST,"135,000","SEATTLE, WA",01/14/2021
3722,DROPBOX INC,DATA SCIENTIST,"138,600","SEATTLE, WA",07/22/2021
3723,DROPBOX INC,DATA SCIENTIST,"138,600","SEATTLE, WA",12/15/2021
3724,FACEBOOK INC,DATA SCIENTIST,"140,000","SEATTLE, WA",03/19/2018
3725,NORDSTROM INC,DATA SCIENTIST,"140,000","SEATTLE, WA",09/02/2021
3726,OUTREACH CORPORATION,DATA SCIENTIST,"140,000","SEATTLE, WA",03/25/2020
3727,CLIMATE LLC,DATA SCIENTIST,"140,000","SEATTLE, WA",04/20/2022
3728,FACEBOOK INC,DATA SCIENTIST,"140,000","SEATTLE, WA",02/28/2020
3729,NORDSTROM INC,DATA SCIENTIST,"140,000","SEATTLE, WA",02/09/2022
3730,FACEBOOK INC,DATA SCIENTIST,"140,000","SEATTLE, WA",02/28/2020
3731,FACEBOOK INC,DATA SCIENTIST,"140,000","SEATTLE, WA",01/30/2019
3732,FACEBOOK INC,DATA SCIENTIST,"140,000","SEATTLE, WA",01/07/2020
3733,FACEBOOK INC,DATA SCIENTIST,"140,250","SEATTLE, WA",05/17/2018
3734,EXPEDIA INC,DATA SCIENTIST,"141,272","SEATTLE, WA",08/03/2021
3735,FACEBOOK INC,DATA SCIENTIST,"141,959","SEATTLE, WA",01/12/2021
3736,CONTEXT RELEVANT INC,DATA SCIENTIST,"142,000","SEATTLE, WA",09/08/2016
3737,CONTEXT RELEVANT INC,DATA SCIENTIST,"142,000","SEATTLE, WA",09/14/2016
3738,EXPEDIA INC,DATA SCIENTIST,"142,438","SEATTLE, WA",04/15/2022
3739,FACEBOOK INC,DATA SCIENTIST,"144,750","SEATTLE, WA",05/29/2018
3740,FACEBOOK INC,DATA SCIENTIST,"145,000","SEATTLE, WA",07/12/2021
3741,FACEBOOK INC,DATA SCIENTIST,"145,000","SEATTLE, WA",07/22/2021
3742,FACEBOOK INC,DATA SCIENTIST,"145,000","SEATTLE, WA",11/02/2021
3743,FACEBOOK INC,DATA SCIENTIST,"145,000","SEATTLE, WA",08/26/2021
3744,FACEBOOK INC,DATA SCIENTIST,"145,000","SEATTLE, WA",03/17/2021
3745,FACEBOOK INC,DATA SCIENTIST,"145,903","SEATTLE, WA",08/16/2018
3746,ORACLE AMERICA INC,DATA SCIENTIST,"147,014","SEATTLE, WA",11/29/2021
3747,DROPBOX INC,DATA SCIENTIST,"147,014","SEATTLE, WA",01/28/2022
3748,FACEBOOK INC,DATA SCIENTIST,"148,500","SEATTLE, WA",01/29/2020
3749,UBER TECHNOLOGIES INC,DATA SCIENTIST,"149,200","SEATTLE, WA",04/01/2022
3750,UBER TECHNOLOGIES INC,DATA SCIENTIST,"149,600","SEATTLE, WA",12/23/2021
3751,LYFT INC,DATA SCIENTIST,"149,800","SEATTLE, WA",10/21/2021
3752,CHANGE HEALTHCARE TECHNOLOGIES LLC,DATA SCIENTIST,"150,000","SEATTLE, WA",10/06/2020
3753,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",08/09/2021
3754,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",08/19/2021
3755,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",12/28/2020
3756,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",12/05/2019
3757,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",01/07/2021
3758,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",09/25/2020
3759,APPLE INC,DATA SCIENTIST,"150,000","SEATTLE, WA",04/06/2022
3760,FOURSQUARE LABS INC,DATA SCIENTIST,"150,000","SEATTLE, WA",04/12/2022
3761,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",04/24/2020
3762,META PLATFORMS INC,DATA SCIENTIST,"150,000","SEATTLE, WA",04/25/2022
3763,META PLATFORMS INC,DATA SCIENTIST,"150,000","SEATTLE, WA",04/28/2022
3764,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",01/27/2020
3765,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",02/03/2020
3766,APPLE INC,DATA SCIENTIST,"150,000","SEATTLE, WA",03/04/2021
3767,APPLE INC,DATA SCIENTIST,"150,000","SEATTLE, WA",02/17/2022
3768,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",02/25/2020
3769,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",02/28/2020
3770,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",09/14/2021
3771,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",01/27/2021
3772,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",01/27/2021
3773,HEWLETT PACKARD ENTERPRISE COMPANY,DATA SCIENTIST,"150,000","SEATTLE, WA",12/23/2021
3774,FACEBOOK INC,DATA SCIENTIST,"150,000","SEATTLE, WA",01/13/2020
3775,EXPEDIA INC,DATA SCIENTIST,"150,500","SEATTLE, WA",12/16/2021
3776,INDEED INC,DATA SCIENTIST,"151,590","SEATTLE, WA",03/08/2018
3777,LYFT INC,DATA SCIENTIST,"151,667","SEATTLE, WA",04/21/2021
3778,CLIMATE LLC,DATA SCIENTIST,"151,815","SEATTLE, WA",04/01/2022
3779,CLIMATE LLC,DATA SCIENTIST,"151,815","SEATTLE, WA",04/04/2022
3780,CLIMATE LLC,DATA SCIENTIST,"151,815","SEATTLE, WA",04/15/2022
3781,FACEBOOK INC,DATA SCIENTIST,"151,900","SEATTLE, WA",07/01/2020
3782,ADOBE INC,DATA SCIENTIST,"152,298","SEATTLE, WA",11/11/2019
3783,FACEBOOK INC,DATA SCIENTIST,"152,317","SEATTLE, WA",11/11/2020
3784,FACEBOOK INC,DATA SCIENTIST,"152,425","SEATTLE, WA",11/05/2020
3785,FACEBOOK INC,DATA SCIENTIST,"153,000","SEATTLE, WA",08/20/2021
3786,META PLATFORMS INC,DATA SCIENTIST,"153,000","SEATTLE, WA",12/02/2021
3787,GOOGLE LLC,DATA SCIENTIST,"155,000","SEATTLE, WA",07/22/2021
3788,ASSURANCE IQ LLC,DATA SCIENTIST,"155,000","SEATTLE, WA",08/17/2021
3789,FACEBOOK INC,DATA SCIENTIST,"155,000","SEATTLE, WA",11/18/2021
3790,FACEBOOK INC,DATA SCIENTIST,"155,000","SEATTLE, WA",08/30/2021
3791,LYFT INC,DATA SCIENTIST,"155,000","SEATTLE, WA",01/06/2017
3792,FACEBOOK INC,DATA SCIENTIST,"155,000","SEATTLE, WA",04/25/2018
3793,FACEBOOK INC,DATA SCIENTIST,"155,000","SEATTLE, WA",12/20/2018
3794,APPLE INC,DATA SCIENTIST,"155,000","SEATTLE, WA",02/18/2022
3795,CHANGE HEALTHCARE TECHNOLOGIES LLC,DATA SCIENTIST,"155,000","SEATTLE, WA",03/24/2021
3796,FACEBOOK INC,DATA SCIENTIST,"155,000","SEATTLE, WA",06/01/2018
3797,FACEBOOK INC,DATA SCIENTIST,"155,000","SEATTLE, WA",01/25/2021
3798,FACEBOOK INC,DATA SCIENTIST,"155,000","SEATTLE, WA",01/28/2021
3799,GOOGLE LLC,DATA SCIENTIST,"155,000","SEATTLE, WA",12/30/2021
3800,FACEBOOK INC,DATA SCIENTIST,"156,412","SEATTLE, WA",10/14/2021
3801,LYFT INC,DATA SCIENTIST,"156,584","SEATTLE, WA",11/03/2021
3802,META PLATFORMS INC,DATA SCIENTIST,"158,000","SEATTLE, WA",12/27/2021
3803,UBER TECHNOLOGIES INC,DATA SCIENTIST,"158,500","SEATTLE, WA",03/08/2022
3804,INDEED INC,DATA SCIENTIST,"159,000","SEATTLE, WA",02/12/2020
3805,ORACLE AMERICA INC,DATA SCIENTIST,"159,266","SEATTLE, WA",01/29/2018
3806,FACEBOOK INC,DATA SCIENTIST,"160,000","SEATTLE, WA",08/24/2021
3807,FACEBOOK INC,DATA SCIENTIST,"160,000","SEATTLE, WA",10/22/2021
3808,FACEBOOK INC,DATA SCIENTIST,"160,000","SEATTLE, WA",08/04/2021
3809,ELECTRONIC ARTS INC,DATA SCIENTIST,"160,000","SEATTLE, WA",04/03/2020
3810,FACEBOOK INC,DATA SCIENTIST,"160,000","SEATTLE, WA",04/24/2020
3811,FACEBOOK INC,DATA SCIENTIST,"160,000","SEATTLE, WA",01/27/2020
3812,META PLATFORMS INC,DATA SCIENTIST,"160,000","SEATTLE, WA",01/21/2022
3813,FACEBOOK INC,DATA SCIENTIST,"160,000","SEATTLE, WA",09/23/2021
3814,FACEBOOK INC,DATA SCIENTIST,"160,712","SEATTLE, WA",08/23/2021
3815,META PLATFORMS INC,DATA SCIENTIST,"161,277","SEATTLE, WA",04/13/2022
3816,FACEBOOK INC,DATA SCIENTIST,"162,000","SEATTLE, WA",10/26/2021
3817,FACEBOOK INC,DATA SCIENTIST,"162,000","SEATTLE, WA",11/05/2021
3818,META PLATFORMS INC,DATA SCIENTIST,"162,000","SEATTLE, WA",11/23/2021
3819,META PLATFORMS INC,DATA SCIENTIST,"162,000","SEATTLE, WA",03/23/2022
3820,META PLATFORMS INC,DATA SCIENTIST,"162,000","SEATTLE, WA",03/24/2022
3821,META PLATFORMS INC,DATA SCIENTIST,"162,000","SEATTLE, WA",01/28/2022
3822,META PLATFORMS INC,DATA SCIENTIST,"162,000","SEATTLE, WA",02/11/2022
3823,META PLATFORMS INC,DATA SCIENTIST,"162,000","SEATTLE, WA",12/07/2021
3824,GOOGLE LLC,DATA SCIENTIST,"163,000","SEATTLE, WA",02/12/2021
3825,LYFT INC,DATA SCIENTIST,"165,000","SEATTLE, WA",04/19/2022
3826,LYFT INC,DATA SCIENTIST,"165,000","SEATTLE, WA",04/06/2021
3827,APPLE INC,DATA SCIENTIST,"165,000","SEATTLE, WA",09/16/2021
3828,FACEBOOK INC,DATA SCIENTIST,"165,811","SEATTLE, WA",12/02/2020
3829,LYFT INC,DATA SCIENTIST,"167,550","SEATTLE, WA",04/09/2022
3830,GOOGLE LLC,DATA SCIENTIST,"168,000","SEATTLE, WA",01/21/2020
3831,GOOGLE LLC,DATA SCIENTIST,"168,000","SEATTLE, WA",01/06/2020
3832,FACEBOOK INC,DATA SCIENTIST,"168,875","SEATTLE, WA",01/15/2019
3833,FACEBOOK INC,DATA SCIENTIST,"170,000","SEATTLE, WA",12/05/2016
3834,AIRBNB INC,DATA SCIENTIST,"170,000","SEATTLE, WA",03/14/2018
3835,AIRBNB INC,DATA SCIENTIST,"170,000","SEATTLE, WA",03/21/2022
3836,AIRBNB INC,DATA SCIENTIST,"170,000","SEATTLE, WA",03/21/2022
3837,EMPATH INC,DATA SCIENTIST,"170,000","SEATTLE, WA",08/19/2021
3838,FACEBOOK INC,DATA SCIENTIST,"172,000","SEATTLE, WA",10/25/2019
3839,LYFT INC,DATA SCIENTIST,"172,000","SEATTLE, WA",10/14/2021
3840,FACEBOOK INC,DATA SCIENTIST,"172,480","SEATTLE, WA",09/26/2019
3841,PINTEREST INC,DATA SCIENTIST,"172,500","SEATTLE, WA",03/24/2022
3842,PINTEREST INC,DATA SCIENTIST,"172,500","SEATTLE, WA",03/01/2022
3843,LYFT INC,DATA SCIENTIST,"173,000","SEATTLE, WA",08/10/2021
3844,UBER TECHNOLOGIES INC,DATA SCIENTIST,"173,200","SEATTLE, WA",04/27/2022
3845,TRUEX INC,DATA SCIENTIST,"175,000","SEATTLE, WA",06/24/2021
3846,FACEBOOK INC,DATA SCIENTIST,"175,000","SEATTLE, WA",10/21/2019
3847,FACEBOOK INC,DATA SCIENTIST,"175,000","SEATTLE, WA",03/26/2018
3848,CISCO SYSTEMS INC,DATA SCIENTIST,"175,000","SEATTLE, WA",07/27/2021
3849,APPLE INC,DATA SCIENTIST,"175,000","SEATTLE, WA",01/27/2022
3850,FACEBOOK INC,DATA SCIENTIST,"175,000","SEATTLE, WA",03/01/2017
3851,LYFT INC,DATA SCIENTIST,"175,700","SEATTLE, WA",04/09/2022
3852,GOOGLE LLC,DATA SCIENTIST,"176,000","SEATTLE, WA",10/04/2021
3853,META PLATFORMS INC,DATA SCIENTIST,"176,000","SEATTLE, WA",04/12/2022
3854,FACEBOOK INC,DATA SCIENTIST,"176,000","SEATTLE, WA",02/13/2020
3855,FACEBOOK INC,DATA SCIENTIST,"176,000","SEATTLE, WA",12/21/2019
3856,GOOGLE LLC,DATA SCIENTIST,"176,000","SEATTLE, WA",12/20/2021
3857,APPLE INC,DATA SCIENTIST,"177,000","SEATTLE, WA",07/30/2021
3858,FACEBOOK INC,DATA SCIENTIST,"177,560","SEATTLE, WA",04/28/2020
3859,META PLATFORMS INC,DATA SCIENTIST,"179,000","SEATTLE, WA",04/04/2022
3860,FACEBOOK INC,DATA SCIENTIST,"180,000","SEATTLE, WA",01/31/2018
3861,LYFT INC,DATA SCIENTIST,"181,000","SEATTLE, WA",01/18/2022
3862,META PLATFORMS INC,DATA SCIENTIST,"182,000","SEATTLE, WA",12/02/2021
3863,FACEBOOK INC,DATA SCIENTIST,"182,000","SEATTLE, WA",01/27/2021
3864,FACEBOOK INC,DATA SCIENTIST,"182,160","SEATTLE, WA",03/31/2020
3865,FACEBOOK INC,DATA SCIENTIST,"182,160","SEATTLE, WA",03/03/2020
3866,META PLATFORMS INC,DATA SCIENTIST,"185,000","SEATTLE, WA",11/30/2021
3867,APPLE INC,DATA SCIENTIST,"185,000","SEATTLE, WA",01/20/2022
3868,APPLE INC,DATA SCIENTIST,"185,000","SEATTLE, WA",01/28/2022
3869,META PLATFORMS INC,DATA SCIENTIST,"185,000","SEATTLE, WA",02/11/2022
3870,META PLATFORMS INC,DATA SCIENTIST,"185,250","SEATTLE, WA",03/31/2022
3871,FACEBOOK INC,DATA SCIENTIST,"190,000","SEATTLE, WA",10/18/2019
3872,META PLATFORMS INC,DATA SCIENTIST,"190,000","SEATTLE, WA",04/27/2022
3873,APPLE INC,DATA SCIENTIST,"190,000","SEATTLE, WA",02/17/2021
3874,META PLATFORMS INC,DATA SCIENTIST,"190,000","SEATTLE, WA",01/13/2022
3875,META PLATFORMS INC,DATA SCIENTIST,"190,000","SEATTLE, WA",02/14/2022
3876,META PLATFORMS INC,DATA SCIENTIST,"190,000","SEATTLE, WA",02/23/2022
3877,FACEBOOK INC,DATA SCIENTIST,"190,000","SEATTLE, WA",12/24/2019
3878,APPLE INC,DATA SCIENTIST,"190,000","SEATTLE, WA",02/03/2021
3879,META PLATFORMS INC,DATA SCIENTIST,"191,096","SEATTLE, WA",04/11/2022
3880,META PLATFORMS INC,DATA SCIENTIST,"192,049","SEATTLE, WA",01/26/2022
3881,META PLATFORMS INC,DATA SCIENTIST,"195,000","SEATTLE, WA",03/23/2022
3882,DOORDASH INC,DATA SCIENTIST,"195,000","SEATTLE, WA",04/14/2022
3883,GEODESIC TECHNOLOGIES INC,DATA SCIENTIST,"200,000","SEATTLE, WA",08/24/2021
3884,GEODESIC TECHNOLOGIES INC,DATA SCIENTIST,"200,000","SEATTLE, WA",08/25/2021
3885,AIRBNB INC,DATA SCIENTIST,"200,000","SEATTLE, WA",05/24/2021
3886,APPLE INC,DATA SCIENTIST,"200,000","SEATTLE, WA",06/01/2021
3887,CONVOY INC,DATA SCIENTIST,"205,000","SEATTLE, WA",07/23/2021
3888,LYFT INC,DATA SCIENTIST,"217,500","SEATTLE, WA",11/18/2021
3889,AIRBNB INC,DATA SCIENTIST,"230,000","SEATTLE, WA",11/06/2019
3890,TRANZEAL INC,DATA SCIENTIST,"150,000","DENVER, CO",11/23/2020
3891,TRANZEAL INC,DATA SCIENTIST,"150,000","DENVER, CO",12/03/2020
3892,PROTECTWISE INC,DATA SCIENTIST,"66,144","DENVER, CO",02/27/2015
3893,WELL DATA LABS INC,DATA SCIENTIST,"68,411","DENVER, CO",09/17/2018
3894,WELL DATA LABS INC,DATA SCIENTIST,"74,568","DENVER, CO",11/23/2021
3895,NEXTHEALTH TECHNOLOGIES,DATA SCIENTIST,"76,120","DENVER, CO",03/10/2017
3896,CIPHER SKIN INC,DATA SCIENTIST,"85,000","DENVER, CO",06/28/2021
3897,WELL DATA LABS INC,DATA SCIENTIST,"86,570","DENVER, CO",07/19/2021
3898,3IGEEKS LLC,DATA SCIENTIST,"90,418","DENVER, CO",05/12/2021
3899,TRANSAMERICA LIFE INSURANCE COMPANY,DATA SCIENTIST,"95,550","DENVER, CO",08/12/2021
3900,"
 
",null,null,null,null
3901,ORACLE AMERICA INC,DATA SCIENTIST,"108,631","DENVER, CO",08/22/2019
3902,CATALINA MARKETING CORPORATION,DATA SCIENTIST,"111,376","DENVER, CO",03/24/2022
3903,MCKINSEY & COMPANY INC UNITED STATES,DATA SCIENTIST,"115,000","DENVER, CO",12/10/2019
3904,NEXTHEALTH TECHNOLOGIES INC,DATA SCIENTIST,"132,000","DENVER, CO",07/30/2021
3905,MCKINSEY & COMPANY INC UNITED STATES,DATA SCIENTIST,"133,300","DENVER, CO",03/08/2019
3906,MCKINSEY & COMPANY INC UNITED STATES,DATA SCIENTIST,"133,300","DENVER, CO",03/06/2019
3907,AMAZONCOM SERVICES LLC,DATA SCIENTIST II,"156,000","EL PASO, TX",01/26/2022
3908,QUICKEN LOANS INC,DATA SCIENTIST,"63,731","DETROIT, MI",02/12/2018
3909,ROCK CENTRAL LLC,DATA SCIENTIST,"76,250","DETROIT, MI",06/25/2021
3910,QUICKEN LOANS INC,DATA SCIENTIST,"77,000","DETROIT, MI",03/13/2018
3911,DTE ELECTRIC COMPANY,DATA SCIENTIST,"83,000","DETROIT, MI",02/18/2022
3912,GENERAL MOTORS COMPANY,DATA SCIENTIST,"85,000","DETROIT, MI",02/26/2015
3913,PERSIS CONSULTING CO,DATA SCIENTIST,"85,000","DETROIT, MI",02/27/2015
3914,PBITS INC,DATA SCIENTIST,"90,000","DETROIT, MI",04/13/2022
3915,ROCK CENTRAL LLC,DATA SCIENTIST,"90,000","DETROIT, MI",05/14/2021
3916,ROCK CENTRAL LLC,DATA SCIENTIST,"90,000","DETROIT, MI",05/14/2021
3917,ROCKET MORTGAGE LLC,DATA SCIENTIST,"90,000","DETROIT, MI",04/19/2022
3918,"
 
",null,null,null,null
3919,CAIDAN MANAGMENT COMPANY LLC,DATA SCIENTIST,"90,000","DETROIT, MI",05/21/2018
3920,QUICKEN LOANS INC,DATA SCIENTIST,"90,000","DETROIT, MI",03/07/2018
3921,DTE ENERGY CORPORATE SERVICES LLC,DATA SCIENTIST,"92,000","DETROIT, MI",03/05/2020
3922,DTE ENERGY CORPORATE SERVICES LLC,DATA SCIENTIST,"95,000","DETROIT, MI",03/17/2021
3923,DTE ENERGY CORPORATE SERVICES LLC,DATA SCIENTIST,"95,000","DETROIT, MI",03/05/2020
3924,DTE ENERGY CORPORATE SERVICES LLC,DATA SCIENTIST,"95,000","DETROIT, MI",04/07/2021
3925,DTE ENERGY CORPORATE SERVICES LLC,DATA SCIENTIST,"95,000","DETROIT, MI",03/05/2020
3926,DTE ENERGY CORPORATE SERVICES LLC,DATA SCIENTIST,"95,000","DETROIT, MI",03/05/2020
