,company,title,salary,location,date
0,JACKPOCKET INC,DATA SCIENTIST,"67,000","NEW YORK, NY",02/13/2019
1,NUMERO DATA LLC,DATA SCIENTIST,"67,140","NEW YORK, NY",09/20/2021
2,NUMERO DATA LLC,DATA SCIENTIST,"67,140","NEW YORK, NY",09/21/2021
3,MEMORIAL SLOAN-KETTERING CANCER CENTER,DATA SCIENTIST,"74,880","NEW YORK, NY",04/06/2018
4,MEMORIAL SLOAN-KETTERING CANCER CENTER,DATA SCIENTIST,"74,880","NEW YORK, NY",04/06/2018
5,MEMORIAL SLOAN-KETTERING CANCER CENTER,DATA SCIENTIST,"74,880","NEW YORK, NY",04/06/2018
6,JACKPOCKET INC,DATA SCIENTIST,"77,860","NEW YORK, NY",02/13/2019
7,ANAGH TECHNOLOGIES INC,DATA SCIENTIST,"82,000","NEW YORK, NY",03/26/2019
8,JACKPOCKET INC,DATA SCIENTIST,"84,100","NEW YORK, NY",02/13/2019
9,I BRAIN SOLUTIONS LLC,DATA SCIENTIST,"84,400","NEW YORK, NY",04/13/2021
10,"
 
",null,null,null,null
11,IP HEIGHTS LLC,DATA SCIENTIST,"85,680","NEW YORK, NY",08/30/2021
12,IP HEIGHTS LLC,DATA SCIENTIST,"85,680","NEW YORK, NY",08/30/2021
13,ELLE MEDIA LLC,DATA SCIENTIST,"88,480","NEW YORK, NY",07/14/2021
14,ZELUS ANALYTICS INC,DATA SCIENTIST,"90,000","NEW YORK, NY",08/18/2021
15,ZELUS ANALYTICS INC,DATA SCIENTIST,"90,000","NEW YORK, NY",08/31/2021
16,RESEARCH FOUNDATION OF CUNY,DATA SCIENTIST,"90,000","NEW YORK, NY",03/16/2021
17,MOYI INC,DATA SCIENTIST,"93,860","NEW YORK, NY",01/14/2022
18,POPULUS GROUP LLC,DATA SCIENTIST,"98,080","NEW YORK, NY",03/04/2020
19,AETNA RESOURCES LLC,DATA SCIENTIST,"103,200","NEW YORK, NY",08/27/2021
20,POPULUS GROUP LLC,DATA SCIENTIST,"108,080","NEW YORK, NY",02/15/2021
21,POPULUS GROUP LLC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/02/2016
22,FIREBALL INFORMATION TECHNOLOGIES LLC,DATA SCIENTIST,"120,000","NEW YORK, NY",09/08/2021
23,FIREBALL INFORMATION TECHNOLOGIES LLC,DATA SCIENTIST,"120,000","NEW YORK, NY",09/16/2021
24,SUPSTAT INC,DATA SCIENTIST,"140,000","NEW YORK, NY",02/17/2020
25,SUPSTAT INC,DATA SCIENTIST,"140,000","NEW YORK, NY",02/21/2020
26,DUODUO MEDIA TECHNOLOGY,DATA SCIENTIST,"152,000","NEW YORK, NY",03/30/2016
27,DUODUO MEDIA TECHNOLOGY INC,DATA SCIENTIST,"152,000","NEW YORK, NY",03/30/2016
28,BIZ2CREDIT,DATA SCIENTIST,"50,000","NEW YORK, NY",03/07/2017
29,LIPPE TAYLOR,DATA SCIENTIST,"54,850","NEW YORK, NY",04/29/2020
30,INSTICATOR INC,DATA SCIENTIST,"55,744","NEW YORK, NY",03/14/2017
31,LOADSMART INC,DATA SCIENTIST,"58,000","NEW YORK, NY",02/28/2017
32,LOADSMART INC,DATA SCIENTIST,"58,000","NEW YORK, NY",02/28/2017
33,HITCHWOOD CAPITAL MANAGEMENT LP,DATA SCIENTIST,"59,238","NEW YORK, NY",11/15/2017
34,CUBIST SYSTEMATIC STRATEGIES LLC,DATA SCIENTIST,"63,107","NEW YORK, NY",02/18/2015
35,POINT72 ASSET MANAGEMENT LP,DATA SCIENTIST,"63,107","NEW YORK, NY",02/18/2015
36,POINT72 ASSET MANAGEMENT LP,DATA SCIENTIST,"63,107","NEW YORK, NY",02/18/2015
37,VALILLY INC,DATA SCIENTIST,"65,000","NEW YORK, NY",09/25/2019
38,BARCLAYS BANK PLC,DATA SCIENTIST,"65,000","NEW YORK, NY",03/14/2018
39,THE VIRTUE FOUNDATION,DATA SCIENTIST,"65,499","NEW YORK, NY",09/10/2019
40,"




",null,null,null,null
41,GUY CARPENTER & COMPANY LLC,DATA SCIENTIST,"65,500","NEW YORK, NY",03/10/2020
42,MAZARS USA LLP,DATA SCIENTIST,"67,766","NEW YORK, NY",02/25/2021
43,RAPP WORLDWIDE INC,DATA SCIENTIST,"68,000","NEW YORK, NY",05/11/2021
44,T3I GROUP LLC,DATA SCIENTIST,"69,000","NEW YORK, NY",02/27/2020
45,LOCUS ANALYTICS LLC,DATA SCIENTIST,"69,680","NEW YORK, NY",03/19/2019
46,SIMULMEDIA INC,DATA SCIENTIST,"69,680","NEW YORK, NY",03/01/2019
47,SHIPTRACKS LLC,DATA SCIENTIST,"69,826","NEW YORK, NY",05/02/2022
48,TARGETCAST LLC,DATA SCIENTIST,"70,000","NEW YORK, NY",03/14/2019
49,BIZ2CREDIT INC,DATA SCIENTIST,"70,000","NEW YORK, NY",03/15/2019
50,FIRST DERIVATIVES US INC,DATA SCIENTIST,"70,000","NEW YORK, NY",04/17/2018
51,MASHWORK INC,DATA SCIENTIST,"70,000","NEW YORK, NY",03/09/2018
52,CKM ADVISORS LLC,DATA SCIENTIST,"70,000","NEW YORK, NY",03/15/2018
53,GAMELOFT INC,DATA SCIENTIST,"70,000","NEW YORK, NY",02/13/2015
54,FLO LLC,DATA SCIENTIST,"70,000","NEW YORK, NY",03/16/2016
55,PRICELINECOM LLC,DATA SCIENTIST,"70,845","NEW YORK, NY",03/06/2017
56,ICE DATA PRICING & REFERENCE DATA LLC,DATA SCIENTIST,"71,000","NEW YORK, NY",03/11/2019
57,MASHWORK INC,DATA SCIENTIST,"71,000","NEW YORK, NY",03/10/2017
58,ICE DATA PRICING & REFERENCE DATA LLC,DATA SCIENTIST,"71,000","NEW YORK, NY",03/22/2019
59,ICE DATA PRICING & REFERENCE DATA LLC,DATA SCIENTIST,"73,500","NEW YORK, NY",03/10/2020
60,ICE DATA PRICING & REFERENCE DATA LLC,DATA SCIENTIST,"73,500","NEW YORK, NY",03/10/2020
61,CERVELLO INC,DATA SCIENTIST,"74,300","NEW YORK, NY",02/26/2020
62,IOT NATION LLC,DATA SCIENTIST,"74,443","NEW YORK, NY",03/21/2019
63,NARVII INC,DATA SCIENTIST,"74,444","NEW YORK, NY",02/21/2019
64,SUPSTAT INC,DATA SCIENTIST,"74,838","NEW YORK, NY",03/15/2016
65,SUPSTAT INC,DATA SCIENTIST,"74,838","NEW YORK, NY",03/15/2016
66,FEEDZAI INC,DATA SCIENTIST,"75,000","NEW YORK, NY",12/01/2016
67,CKM ANALYTIX INC,DATA SCIENTIST,"75,000","NEW YORK, NY",06/11/2020
68,INTERACTIVE DATA PRICING AND REFERENCE DATA LLC,DATA SCIENTIST,"75,000","NEW YORK, NY",01/11/2018
69,MONEYLION INC,DATA SCIENTIST,"75,000","NEW YORK, NY",03/12/2015
70,PROJECT APPLECART LLC,DATA SCIENTIST,"75,000","NEW YORK, NY",03/19/2018
71,INTERACTIVE DATA PRICING & REFERENCE DATA LLC,DATA SCIENTIST,"75,000","NEW YORK, NY",03/01/2018
72,PROJECT APPLECART LLC,DATA SCIENTIST,"75,000","NEW YORK, NY",03/14/2018
73,ON DECK CAPITAL INC,DATA SCIENTIST,"75,000","NEW YORK, NY",03/17/2015
74,MASHWORK INC,DATA SCIENTIST,"75,000","NEW YORK, NY",03/18/2015
75,LIPPE TAYLOR,DATA SCIENTIST,"75,000","NEW YORK, NY",04/29/2020
76,SIMULMEDIA INC,DATA SCIENTIST,"75,000","NEW YORK, NY",03/06/2015
77,NTELLIGIS LLC,DATA SCIENTIST,"77,500","NEW YORK, NY",03/15/2018
78,ICE DATA PRICING & REFERENCE DATA LLC,DATA SCIENTIST,"78,600","NEW YORK, NY",03/14/2022
79,HVH PRECISION ANALYTICS LLC,DATA SCIENTIST,"79,331","NEW YORK, NY",03/21/2019
80,CELONIS INC,DATA SCIENTIST,"80,000","NEW YORK, NY",03/14/2019
81,"




",null,null,null,null
82,WE WORK MANAGEMENT LLC,DATA SCIENTIST,"80,000","NEW YORK, NY",03/05/2019
83,AFT ANALYTICS LLC,DATA SCIENTIST,"80,000","NEW YORK, NY",03/12/2019
84,2U INC,DATA SCIENTIST,"80,000","NEW YORK, NY",03/13/2017
85,REELIO LABS LLC,DATA SCIENTIST,"80,000","NEW YORK, NY",03/12/2015
86,AUTOMOTIVEMASTERMIND LLC,DATA SCIENTIST,"80,000","NEW YORK, NY",03/17/2015
87,OFF MARKET DATA INC,DATA SCIENTIST,"80,000","NEW YORK, NY",04/10/2020
88,ZENON LLC,DATA SCIENTIST,"80,000","NEW YORK, NY",04/29/2022
89,SIMULMEDIA INC,DATA SCIENTIST,"80,000","NEW YORK, NY",02/15/2017
90,OFFERPOP CORPORATION,DATA SCIENTIST,"80,000","NEW YORK, NY",02/18/2015
91,AETNA RESOURCES LLC,DATA SCIENTIST,"80,000","NEW YORK, NY",02/08/2018
92,PUBLICIS INC,DATA SCIENTIST,"80,000","NEW YORK, NY",03/03/2017
93,MARSH USA INC,DATA SCIENTIST,"80,000","NEW YORK, NY",03/09/2020
94,SCIENAPTIC SYSTEMS INC,DATA SCIENTIST,"80,000","NEW YORK, NY",03/04/2019
95,SCIENAPTIC SYSTEMS INC,DATA SCIENTIST,"80,000","NEW YORK, NY",03/07/2019
96,LOADSMART,DATA SCIENTIST,"80,000","NEW YORK, NY",03/01/2018
97,AKW ANALYTICS INC,DATA SCIENTIST,"80,400","NEW YORK, NY",02/27/2017
98,KOMODO HEALTH INC,DATA SCIENTIST,"81,037","NEW YORK, NY",03/09/2018
99,ZILLOW INC,DATA SCIENTIST,"81,037","NEW YORK, NY",01/31/2018
100,THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"81,037","NEW YORK, NY",03/23/2018
101,KOMODO HEALTH INC,DATA SCIENTIST,"81,037","NEW YORK, NY",03/20/2018
102,THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"81,037","NEW YORK, NY",03/15/2018
103,FINO CONSULTING LLC,DATA SCIENTIST,"82,000","NEW YORK, NY",10/16/2014
104,SPARKS & HONEY LLC,DATA SCIENTIST,"82,000","NEW YORK, NY",03/13/2018
105,SPARKS & HONEY LLC,DATA SCIENTIST,"82,000","NEW YORK, NY",03/13/2018
106,CELMATIX INC,DATA SCIENTIST,"82,500","NEW YORK, NY",02/27/2017
107,CELMATIX INC,DATA SCIENTIST,"82,500","NEW YORK, NY",02/28/2017
108,KARGO GLOBAL INC,DATA SCIENTIST,"83,000","NEW YORK, NY",03/12/2018
109,CHERRE INC,DATA SCIENTIST,"83,000","NEW YORK, NY",05/06/2021
110,M SCIENCE LLC,DATA SCIENTIST,"83,000","NEW YORK, NY",03/20/2017
111,VIA TRANSPORTATION INC,DATA SCIENTIST,"83,866","NEW YORK, NY",03/08/2019
112,CHARTER COMMUNICATIONS INC,DATA SCIENTIST,"84,000","NEW YORK, NY",11/03/2021
113,CELONIS INC,DATA SCIENTIST,"85,000","NEW YORK, NY",03/14/2019
114,AMF BOWLING CENTERS INC,DATA SCIENTIST,"85,000","NEW YORK, NY",03/05/2018
115,M2 RESOURCES INC,DATA SCIENTIST,"85,000","NEW YORK, NY",03/07/2016
116,CERTIFIED KERNEL TECH LLC,DATA SCIENTIST,"85,000","NEW YORK, NY",04/17/2022
117,RAVENPACK CORP,DATA SCIENTIST,"85,000","NEW YORK, NY",04/21/2020
118,CERTIFIED KERNEL TECH LLC,DATA SCIENTIST,"85,000","NEW YORK, NY",04/20/2022
119,APPFIGURES INC,DATA SCIENTIST,"85,000","NEW YORK, NY",05/28/2021
120,GROUPM WORLDWIDE LLC,DATA SCIENTIST,"85,000","NEW YORK, NY",02/18/2021
121,CELMATIX INC,DATA SCIENTIST,"85,000","NEW YORK, NY",02/28/2017
122,"




",null,null,null,null
123,FULCRUM ANALYTICS INC,DATA SCIENTIST,"85,000","NEW YORK, NY",03/01/2018
124,CERVELLO INC,DATA SCIENTIST,"85,000","NEW YORK, NY",03/05/2020
125,FULCRUM ANALYTICS INC,DATA SCIENTIST,"85,000","NEW YORK, NY",03/01/2018
126,FULCRUM ANALYTICS INC,DATA SCIENTIST,"85,000","NEW YORK, NY",03/01/2018
127,CMGRP INC,DATA SCIENTIST,"85,000","NEW YORK, NY",03/11/2019
128,BARCLAYS BANK PLC,DATA SCIENTIST,"85,000","NEW YORK, NY",03/14/2018
129,M2 RESOURCES INC,DATA SCIENTIST,"86,000","NEW YORK, NY",03/13/2018
130,CA INC,DATA SCIENTIST,"86,466","NEW YORK, NY",03/07/2017
131,CKM ADVISORS LLC,DATA SCIENTIST,"86,466","NEW YORK, NY",03/09/2017
132,CKM ADVISORS LLC,DATA SCIENTIST,"86,466","NEW YORK, NY",03/09/2017
133,LOGIC LOOPS LLC,DATA SCIENTIST,"87,464","NEW YORK, NY",03/17/2019
134,IOT NATION LLC,DATA SCIENTIST,"87,464","NEW YORK, NY",03/22/2019
135,MUNICH AMERICAN REASSURANCE COMPANY,DATA SCIENTIST,"87,464","NEW YORK, NY",03/19/2019
136,MONGODB INC,DATA SCIENTIST,"87,464","NEW YORK, NY",03/19/2019
137,UBER TECHNOLOGIES INC,DATA SCIENTIST,"87,464","NEW YORK, NY",05/15/2019
138,M SCIENCE LLC,DATA SCIENTIST,"87,464","NEW YORK, NY",03/20/2019
139,FULCRUM ANALYTICS INC,DATA SCIENTIST,"87,500","NEW YORK, NY",02/20/2019
140,FULCRUM ANALYTICS INC,DATA SCIENTIST,"87,500","NEW YORK, NY",02/20/2019
141,FULCRUM ANALYTICS INC,DATA SCIENTIST,"87,500","NEW YORK, NY",02/26/2019
142,GROUPM WORLDWIDE LLC,DATA SCIENTIST,"87,500","NEW YORK, NY",03/22/2021
143,LIONS GATE ENTERTAINMENT CORP,DATA SCIENTIST,"87,630","NEW YORK, NY",10/02/2019
144,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"87,630","NEW YORK, NY",10/21/2019
145,VIA TRANSPORTATION INC,DATA SCIENTIST,"87,630","NEW YORK, NY",04/26/2020
146,MYPIZZA TECHNOLOGIES INC,DATA SCIENTIST,"87,630","NEW YORK, NY",07/15/2019
147,ROCKSTAR GAMES INC,DATA SCIENTIST,"87,630","NEW YORK, NY",12/19/2019
148,SYNTAIN TECHNOLOGIES LLC,DATA SCIENTIST,"87,780","NEW YORK, NY",04/28/2021
149,IBM CORPORATION,DATA SCIENTIST,"87,800","NEW YORK, NY",03/15/2017
150,THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"88,000","NEW YORK, NY",12/20/2016
151,BERTELSMANN INC,DATA SCIENTIST,"88,000","NEW YORK, NY",03/26/2020
152,ALPHA UX INC,DATA SCIENTIST,"88,000","NEW YORK, NY",03/10/2020
153,SCHOLASTIC INC,DATA SCIENTIST,"89,565","NEW YORK, NY",09/04/2014
154,SLALOM LLC,DATA SCIENTIST,"89,586","NEW YORK, NY",02/28/2020
155,MOYI INC,DATA SCIENTIST,"89,898","NEW YORK, NY",05/15/2021
156,RBUS INC,DATA SCIENTIST,"89,898","NEW YORK, NY",05/18/2021
157,POINT72 LP,DATA SCIENTIST,"89,898","NEW YORK, NY",01/22/2021
158,FRACTAL ANALYTICS INC,DATA SCIENTIST,"89,898","NEW YORK, NY",04/15/2021
159,MOYI INC,DATA SCIENTIST,"89,898","NEW YORK, NY",04/18/2021
160,POINT72 LP,DATA SCIENTIST,"89,918","NEW YORK, NY",04/30/2020
161,THE DIGITAL GROUP OF COMPANIES INC,DATA SCIENTIST,"89,918","NEW YORK, NY",12/06/2019
162,CAPSULE8 INC,DATA SCIENTIST,"89,918","NEW YORK, NY",10/31/2019
163,"




",null,null,null,null
164,HF MANAGEMENT SERVICES LLC,DATA SCIENTIST,"89,918","NEW YORK, NY",04/13/2020
165,FRACTAL ANALYTICS INC,DATA SCIENTIST,"89,918","NEW YORK, NY",04/16/2020
166,CMI MARKETING INC,DATA SCIENTIST,"89,918","NEW YORK, NY",04/23/2020
167,POINT72 LP,DATA SCIENTIST,"89,918","NEW YORK, NY",04/30/2020
168,POINT72 LP,DATA SCIENTIST,"89,918","NEW YORK, NY",04/30/2020
169,POINT72 LP,DATA SCIENTIST,"89,918","NEW YORK, NY",04/30/2020
170,POINT72 LP,DATA SCIENTIST,"89,918","NEW YORK, NY",04/30/2020
171,FEEDZAI INC,DATA SCIENTIST,"89,918","NEW YORK, NY",03/02/2020
172,MPG OPERATIONS LLC,DATA SCIENTIST,"89,918","NEW YORK, NY",03/06/2020
173,FEEDZAI INC,DATA SCIENTIST,"89,918","NEW YORK, NY",03/11/2020
174,FEEDZAI INC,DATA SCIENTIST,"89,918","NEW YORK, NY",03/02/2020
175,FRACTAL ANALYTICS INC,DATA SCIENTIST,"89,918","NEW YORK, NY",12/24/2019
176,MONEYNET INCORPORATED,DATA SCIENTIST,"90,000","NEW YORK, NY",11/30/2016
177,MARSH USA INC,DATA SCIENTIST,"90,000","NEW YORK, NY",08/13/2021
178,REELIO LABS LLC,DATA SCIENTIST,"90,000","NEW YORK, NY",03/15/2016
179,EFT ANALYTICS INC,DATA SCIENTIST,"90,000","NEW YORK, NY",02/28/2018
180,SIMULMEDIA INC,DATA SCIENTIST,"90,000","NEW YORK, NY",02/20/2018
181,QUADPAY INC,DATA SCIENTIST,"90,000","NEW YORK, NY",04/03/2020
182,NEUDESIC LLC,DATA SCIENTIST,"90,000","NEW YORK, NY",05/04/2021
183,XAI INC,DATA SCIENTIST,"90,000","NEW YORK, NY",03/03/2016
184,SOFTTECH SOFTWARE SOLUTIONS LLC,DATA SCIENTIST,"90,000","NEW YORK, NY",04/07/2022
185,HOOKLOGIC INC,DATA SCIENTIST,"90,000","NEW YORK, NY",03/09/2016
186,TARGETCAST LLC,DATA SCIENTIST,"90,000","NEW YORK, NY",03/16/2017
187,USAM GROUP INC,DATA SCIENTIST,"90,000","NEW YORK, NY",05/16/2021
188,HAPPIFY INC,DATA SCIENTIST,"90,000","NEW YORK, NY",04/22/2020
189,SPARKBEYOND INC,DATA SCIENTIST,"90,000","NEW YORK, NY",04/29/2020
190,NEUDESIC LLC,DATA SCIENTIST,"90,000","NEW YORK, NY",05/20/2021
191,IMBELLUS INC,DATA SCIENTIST,"90,000","NEW YORK, NY",03/21/2017
192,SYNTAIN TECHNOLOGIES LLC,DATA SCIENTIST,"90,000","NEW YORK, NY",04/27/2022
193,TARGETCAST LLC,DATA SCIENTIST,"90,000","NEW YORK, NY",03/22/2017
194,CRISIS TEXT LINE,DATA SCIENTIST,"90,000","NEW YORK, NY",02/15/2017
195,BLUECORE INC,DATA SCIENTIST,"90,000","NEW YORK, NY",02/13/2017
196,MEREDITH CORPORATION,DATA SCIENTIST,"90,000","NEW YORK, NY",03/06/2019
197,CRISIS TEXT LINE,DATA SCIENTIST,"90,000","NEW YORK, NY",02/16/2017
198,BLUECORE INC,DATA SCIENTIST,"90,000","NEW YORK, NY",02/21/2017
199,HEARST MAGAZINE MEDIA INC,DATA SCIENTIST,"90,000","NEW YORK, NY",02/24/2020
200,3Q DIGITAL,DATA SCIENTIST,"90,000","NEW YORK, NY",03/11/2019
201,HOOKLOGIC INC,DATA SCIENTIST,"90,000","NEW YORK, NY",03/02/2015
202,DEEPMACRO LLC,DATA SCIENTIST,"90,000","NEW YORK, NY",03/03/2017
203,ANALYTIC PARTNERS INC,DATA SCIENTIST,"90,000","NEW YORK, NY",03/07/2018
204,DEEPMACRO LLC,DATA SCIENTIST,"90,000","NEW YORK, NY",03/15/2018
205,M SCIENCE LLC,DATA SCIENTIST,"90,000","NEW YORK, NY",03/02/2018
206,CSC HOLDINGS LLC,DATA SCIENTIST,"90,000","NEW YORK, NY",03/09/2017
207,ENVERITAS INC,DATA SCIENTIST,"90,000","NEW YORK, NY",05/10/2019
208,VISITING NURSE SERVICE OF NEW YORK,DATA SCIENTIST,"90,000","NEW YORK, NY",01/09/2020
209,THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"91,000","NEW YORK, NY",08/23/2021
210,SHUTTERSTOCK INC,DATA SCIENTIST,"91,374","NEW YORK, NY",12/15/2014
211,FAIRCOM NEW YORK INC,DATA SCIENTIST,"91,476","NEW YORK, NY",04/15/2020
212,CENTERPOINT MEDIA LLC,DATA SCIENTIST,"92,000","NEW YORK, NY",03/20/2017
213,TRANS-FAST REMITTANCE LLC,DATA SCIENTIST,"92,000","NEW YORK, NY",03/04/2015
214,STRIPE INC,DATA SCIENTIST,"92,019","NEW YORK, NY",08/09/2021
215,MOYI INC,DATA SCIENTIST,"92,019","NEW YORK, NY",08/27/2021
216,US BANK NATIONAL ASSOCIATION,DATA SCIENTIST,"92,019","NEW YORK, NY",09/03/2021
217,UBER TECHNOLOGIES INC,DATA SCIENTIST,"92,019","NEW YORK, NY",03/31/2022
218,MPG OPERATIONS LLC,DATA SCIENTIST,"92,019","NEW YORK, NY",04/20/2022
219,FRACTAL ANALYTICS INC,DATA SCIENTIST,"92,019","NEW YORK, NY",04/28/2022
220,605 LLC,DATA SCIENTIST,"92,019","NEW YORK, NY",02/15/2022
221,605 LLC,DATA SCIENTIST,"92,019","NEW YORK, NY",02/15/2022
222,STRIPE INC,DATA SCIENTIST,"92,019","NEW YORK, NY",09/22/2021
223,BERKLEY INSURANCE COMPANY,DATA SCIENTIST,"92,019","NEW YORK, NY",12/22/2021
224,NEWTONX INC,DATA SCIENTIST,"92,394","NEW YORK, NY",01/23/2019
225,ZILLOW INC,DATA SCIENTIST,"92,400","NEW YORK, NY",02/15/2017
226,GROUPM WORLDWIDE LLC,DATA SCIENTIST,"92,500","NEW YORK, NY",02/18/2021
227,BRAINS WORK GROUP INC,DATA SCIENTIST,"92,768","NEW YORK, NY",05/15/2018
228,SHIPTRACKS LLC,DATA SCIENTIST,"93,000","NEW YORK, NY",09/29/2021
229,TECHNOSOFT CORPORATION,DATA SCIENTIST,"93,000","NEW YORK, NY",03/10/2021
230,ICE DATA PRICING & REFERENCE DATA LLC,DATA SCIENTIST,"93,000","NEW YORK, NY",02/17/2022
231,SWEE10 INC,DATA SCIENTIST,"93,000","NEW YORK, NY",03/14/2019
232,RIBBON HOME INC,DATA SCIENTIST,"94,000","NEW YORK, NY",04/27/2020
233,AUTOMOTIVEMASTERMIND INC,DATA SCIENTIST,"94,349","NEW YORK, NY",11/29/2021
234,MAZARS USA LLP,DATA SCIENTIST,"94,349","NEW YORK, NY",03/03/2022
235,12 WEST CAPITAL MANAGEMENT LP,DATA SCIENTIST,"94,744","NEW YORK, NY",03/24/2018
236,THE NEW YORK TIMES COMPANY,DATA SCIENTIST,"94,744","NEW YORK, NY",02/12/2018
237,A PLACE FOR MOM INC,DATA SCIENTIST,"95,000","NEW YORK, NY",08/27/2021
238,MACY'S CORPORATE SERVICES INC,DATA SCIENTIST,"95,000","NEW YORK, NY",10/23/2020
239,UBER TECHNOLOGIES INC,DATA SCIENTIST,"95,000","NEW YORK, NY",12/08/2016
240,PULSEPOINT INC,DATA SCIENTIST,"95,000","NEW YORK, NY",02/12/2016
241,BITLY INC,DATA SCIENTIST,"95,000","NEW YORK, NY",03/01/2016
242,UBER TECHNOLOGIES INC,DATA SCIENTIST,"95,000","NEW YORK, NY",12/14/2016
243,A PLACE FOR MOM INC,DATA SCIENTIST,"95,000","NEW YORK, NY",08/27/2021
244,CHARTBEAT INC,DATA SCIENTIST,"95,000","NEW YORK, NY",03/09/2018
245,FULCRUM ANALYTICS INC,DATA SCIENTIST,"95,000","NEW YORK, NY",04/08/2020
246,M2 RESOURCES INC,DATA SCIENTIST,"95,000","NEW YORK, NY",03/13/2018
247,NEUDESIC LLC,DATA SCIENTIST,"95,000","NEW YORK, NY",05/12/2021
248,CONSTELLATION AGENCY LLC,DATA SCIENTIST,"95,000","NEW YORK, NY",05/20/2021
249,ZILLOW INC,DATA SCIENTIST,"95,000","NEW YORK, NY",02/18/2015
250,LAZARD FRERES & CO LLC,DATA SCIENTIST,"95,000","NEW YORK, NY",02/21/2017
251,1010DATA INC,DATA SCIENTIST,"95,000","NEW YORK, NY",02/11/2020
252,CRISIS TEXT LINE,DATA SCIENTIST,"95,000","NEW YORK, NY",03/25/2019
253,1010DATA SERVICES LLC,DATA SCIENTIST,"95,000","NEW YORK, NY",02/28/2017
254,1010DATA SERVICES LLC,DATA SCIENTIST,"95,000","NEW YORK, NY",02/28/2017
255,CMI MARKETING INC,DATA SCIENTIST,"95,000","NEW YORK, NY",03/12/2015
256,INSURANCE SERVICES OFFICE INC,DATA SCIENTIST,"95,000","NEW YORK, NY",02/21/2022
257,DELOITTE CONSULTING LLP,DATA SCIENTIST,"95,000","NEW YORK, NY",02/27/2020
258,INSURANCE SERVICES OFFICE INC,DATA SCIENTIST,"95,000","NEW YORK, NY",03/02/2020
259,605 LLC,DATA SCIENTIST,"95,000","NEW YORK, NY",01/15/2019
260,PAPERLESS INC,DATA SCIENTIST,"95,000","NEW YORK, NY",03/10/2017
261,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"95,000","NEW YORK, NY",07/06/2018
262,KEPLER CAPITAL FI PVT LTD,DATA SCIENTIST,"95,000","NEW YORK, NY",03/26/2019
263,AUGMENTED REALITY CONCEPTS INC,DATA SCIENTIST,"96,000","NEW YORK, NY",04/07/2020
264,FJ LABS INC,DATA SCIENTIST,"96,000","NEW YORK, NY",01/21/2020
265,LOADSMART,DATA SCIENTIST,"96,000","NEW YORK, NY",02/04/2019
266,LOADSMART,DATA SCIENTIST,"96,000","NEW YORK, NY",02/28/2019
267,ORGSPIRE INC,DATA SCIENTIST,"96,366","NEW YORK, NY",03/11/2019
268,ZILLOW INC,DATA SCIENTIST,"96,600","NEW YORK, NY",03/01/2018
269,TRAFFICBUYERCOM INC,DATA SCIENTIST,"96,999","NEW YORK, NY",10/22/2019
270,GEMOLOGICAL INSTITUTE OF AMERICA (GIA),DATA SCIENTIST,"97,000","NEW YORK, NY",01/21/2015
271,DOUBLEVERIFY INC,DATA SCIENTIST,"97,335","NEW YORK, NY",12/08/2021
272,STRIPE INC,DATA SCIENTIST,"97,906","NEW YORK, NY",04/13/2020
273,DELOITTE CONSULTING LLP,DATA SCIENTIST,"98,000","NEW YORK, NY",04/26/2021
274,M SCIENCE LLC,DATA SCIENTIST,"98,000","NEW YORK, NY",12/07/2017
275,MPG OPERATIONS LLC,DATA SCIENTIST,"98,000","NEW YORK, NY",02/27/2017
276,FEEDZAI INC,DATA SCIENTIST,"98,070","NEW YORK, NY",05/02/2018
277,MYPIZZA TECHNOLOGIES INC,DATA SCIENTIST,"99,750","NEW YORK, NY",10/04/2017
278,MYPIZZA TECHNOLGOIES INC,DATA SCIENTIST,"99,750","NEW YORK, NY",10/04/2017
279,ATTUNE INSURANCE SERVICES LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",11/15/2019
280,SECURITYSCORECARD INC,DATA SCIENTIST,"100,000","NEW YORK, NY",10/27/2021
281,FIGMA INC,DATA SCIENTIST,"100,000","NEW YORK, NY",08/13/2021
282,ATTUNE INSURANCE SERVICES LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",11/15/2019
283,SUPSTAT INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/15/2016
284,FEEDBACK LOOP INC,DATA SCIENTIST,"100,000","NEW YORK, NY",04/26/2021
285,NBCUNIVERSAL MEDIA LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/29/2022
286,SUPSTAT INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/14/2017
287,SUPSTAT INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/14/2017
288,XAI INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/03/2016
289,FEEDBACK LOOP INC,DATA SCIENTIST,"100,000","NEW YORK, NY",05/12/2021
