,company,title,salary,location,date
844,INTUIT INC,DATA SCIENTIST,"87,173","MOUNTAIN VIEW, CA",03/15/2018
845,QUORA INC,DATA SCIENTIST,"87,506","MOUNTAIN VIEW, CA",04/05/2019
846,QUORA INC,DATA SCIENTIST,"87,506","MOUNTAIN VIEW, CA",04/05/2019
847,QUORA INC,DATA SCIENTIST,"87,506","MOUNTAIN VIEW, CA",03/05/2019
848,QUORA INC,DATA SCIENTIST,"87,506","MOUNTAIN VIEW, CA",03/15/2019
849,QUOTIENT TECHNOLOGY INC,DATA SCIENTIST,"89,440","MOUNTAIN VIEW, CA",03/10/2016
850,QUORA INC,DATA SCIENTIST,"89,773","MOUNTAIN VIEW, CA",01/27/2020
851,QUORA INC,DATA SCIENTIST,"89,773","MOUNTAIN VIEW, CA",01/27/2020
852,QUORA INC,DATA SCIENTIST,"89,773","MOUNTAIN VIEW, CA",02/12/2020
853,QUORA INC,DATA SCIENTIST,"89,773","MOUNTAIN VIEW, CA",02/12/2020
854,T3C INC DBA RETAIL SOLUTIONS INC,DATA SCIENTIST,"89,960","MOUNTAIN VIEW, CA",02/21/2018
855,QUORA INC,DATA SCIENTIST,"89,960","MOUNTAIN VIEW, CA",03/02/2018
856,FOCUSKPI INC,DATA SCIENTIST,"90,000","MOUNTAIN VIEW, CA",04/20/2021
857,SYNOPSYS INC,DATA SCIENTIST,"91,171","MOUNTAIN VIEW, CA",01/29/2021
858,QUORA INC,DATA SCIENTIST,"92,414","MOUNTAIN VIEW, CA",06/06/2019
859,QUORA INC,DATA SCIENTIST,"92,414","MOUNTAIN VIEW, CA",06/06/2019
860,QUORA INC,DATA SCIENTIST,"92,414","MOUNTAIN VIEW, CA",05/06/2019
861,QUORA INC,DATA SCIENTIST,"92,414","MOUNTAIN VIEW, CA",05/06/2019
862,QUORA INC,DATA SCIENTIST,"92,414","MOUNTAIN VIEW, CA",03/13/2019
863,QUORA INC,DATA SCIENTIST,"92,414","MOUNTAIN VIEW, CA",03/14/2019
864,LINKEDIN CORPORATION,DATA SCIENTIST,"93,000","MOUNTAIN VIEW, CA",02/19/2015
865,LINKEDIN CORPORATION,DATA SCIENTIST,"93,000","MOUNTAIN VIEW, CA",03/04/2015
866,LINKEDIN CORPORATION,DATA SCIENTIST,"93,000","MOUNTAIN VIEW, CA",03/09/2015
867,FOCUSKPI INC,DATA SCIENTIST,"93,600","MOUNTAIN VIEW, CA",04/20/2021
868,EGNYTE INC,DATA SCIENTIST,"93,974","MOUNTAIN VIEW, CA",03/06/2015
869,VOLVO CAR USA LLC,DATA SCIENTIST,"94,619","MOUNTAIN VIEW, CA",03/15/2017
870,"




",null,null,null,null
871,YOUR MECHANIC INC,DATA SCIENTIST,"94,619","MOUNTAIN VIEW, CA",03/21/2017
872,YOUR MECHANIC INC,DATA SCIENTIST,"94,619","MOUNTAIN VIEW, CA",03/21/2017
873,ZINGBOX INC,DATA SCIENTIST,"95,000","MOUNTAIN VIEW, CA",03/06/2017
874,QUOTIENT TECHNOLOGY INC,DATA SCIENTIST,"95,035","MOUNTAIN VIEW, CA",03/01/2017
875,QUORA INC,DATA SCIENTIST,"98,342","MOUNTAIN VIEW, CA",12/21/2020
876,QUORA INC,DATA SCIENTIST,"98,342","MOUNTAIN VIEW, CA",12/21/2020
877,QUORA INC,DATA SCIENTIST,"98,342","MOUNTAIN VIEW, CA",03/02/2021
878,QUORA INC,DATA SCIENTIST,"98,342","MOUNTAIN VIEW, CA",03/02/2021
879,INTUIT INC,DATA SCIENTIST,"98,342","MOUNTAIN VIEW, CA",03/08/2021
880,QUORA INC,DATA SCIENTIST,"98,342","MOUNTAIN VIEW, CA",02/08/2021
881,QUORA INC,DATA SCIENTIST,"98,342","MOUNTAIN VIEW, CA",02/08/2021
882,QUORA INC,DATA SCIENTIST,"98,342","MOUNTAIN VIEW, CA",02/08/2021
883,QUORA INC,DATA SCIENTIST,"98,342","MOUNTAIN VIEW, CA",02/08/2021
884,QUORA INC,DATA SCIENTIST,"98,342","MOUNTAIN VIEW, CA",02/10/2021
885,QUORA INC,DATA SCIENTIST,"98,342","MOUNTAIN VIEW, CA",02/10/2021
886,TELADOC HEALTH INC,DATA SCIENTIST,"99,258","MOUNTAIN VIEW, CA",12/30/2020
887,GOOGLE INC,DATA SCIENTIST,"100,000","MOUNTAIN VIEW, CA",02/25/2015
888,XAD INC,DATA SCIENTIST,"100,000","MOUNTAIN VIEW, CA",03/01/2017
889,XAD INC,DATA SCIENTIST,"100,000","MOUNTAIN VIEW, CA",03/07/2017
890,XAD INC,DATA SCIENTIST,"100,000","MOUNTAIN VIEW, CA",03/07/2017
891,XAD INC,DATA SCIENTIST,"100,000","MOUNTAIN VIEW, CA",03/07/2017
892,LINKEDIN CORPORATION,DATA SCIENTIST,"100,800","MOUNTAIN VIEW, CA",02/01/2016
893,LINKEDIN CORPORATION,DATA SCIENTIST,"100,800","MOUNTAIN VIEW, CA",02/23/2016
894,FOCUSKPI INC,DATA SCIENTIST,"100,800","MOUNTAIN VIEW, CA",04/17/2020
895,SHAPE SECURITY INC,DATA SCIENTIST,"101,379","MOUNTAIN VIEW, CA",06/17/2019
896,T3C INC DBA RETAIL SOLUTIONS INC,DATA SCIENTIST,"105,000","MOUNTAIN VIEW, CA",02/12/2018
897,QUORA INC,DATA SCIENTIST,"105,000","MOUNTAIN VIEW, CA",02/25/2015
898,QUORA INC,DATA SCIENTIST,"105,622","MOUNTAIN VIEW, CA",07/30/2019
899,QUORA INC,DATA SCIENTIST,"105,622","MOUNTAIN VIEW, CA",07/30/2019
900,QUORA INC,DATA SCIENTIST,"105,622","MOUNTAIN VIEW, CA",04/08/2020
901,QUORA INC,DATA SCIENTIST,"105,622","MOUNTAIN VIEW, CA",04/08/2020
902,GOOGLE LLC,DATA SCIENTIST,"105,622","MOUNTAIN VIEW, CA",12/24/2019
903,DATATRON TECHNOLOGIES INC,DATA SCIENTIST,"105,810","MOUNTAIN VIEW, CA",03/12/2019
904,LINKEDIN CORPORATION,DATA SCIENTIST,"106,000","MOUNTAIN VIEW, CA",07/07/2021
905,LINKEDIN CORPORATION,DATA SCIENTIST,"106,000","MOUNTAIN VIEW, CA",07/07/2021
906,BLUE JEANS NETWORK INC,DATA SCIENTIST,"107,000","MOUNTAIN VIEW, CA",12/10/2014
907,LINKEDIN CORPORATION,DATA SCIENTIST,"108,000","MOUNTAIN VIEW, CA",04/20/2018
908,ADARA MEDIA INC,DATA SCIENTIST,"108,000","MOUNTAIN VIEW, CA",02/27/2015
909,QUORA INC,DATA SCIENTIST,"108,118","MOUNTAIN VIEW, CA",03/02/2018
910,TELADOC HEALTH INC,DATA SCIENTIST,"108,826","MOUNTAIN VIEW, CA",02/04/2022
911,"




",null,null,null,null
912,XAD INC,DATA SCIENTIST,"109,554","MOUNTAIN VIEW, CA",02/12/2020
913,FLEXASOFT LLC,DATA SCIENTIST,"109,554","MOUNTAIN VIEW, CA",07/03/2019
914,XAD INC,DATA SCIENTIST,"110,000","MOUNTAIN VIEW, CA",03/01/2018
915,ORBITAL INSIGHT INC,DATA SCIENTIST,"110,000","MOUNTAIN VIEW, CA",02/26/2018
916,ENTYTLE INC,DATA SCIENTIST,"110,000","MOUNTAIN VIEW, CA",05/20/2019
917,ELEMENTUM SCM INC,DATA SCIENTIST,"110,000","MOUNTAIN VIEW, CA",03/05/2018
918,XAD INC,DATA SCIENTIST,"110,000","MOUNTAIN VIEW, CA",03/01/2018
919,ORBITAL INSIGHT INC,DATA SCIENTIST,"110,000","MOUNTAIN VIEW, CA",02/15/2018
920,QVENTUS INC,DATA SCIENTIST,"110,510","MOUNTAIN VIEW, CA",02/20/2020
921,QVENTUS INC,DATA SCIENTIST,"110,510","MOUNTAIN VIEW, CA",02/20/2020
922,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","MOUNTAIN VIEW, CA",02/16/2021
923,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","MOUNTAIN VIEW, CA",01/31/2020
924,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","MOUNTAIN VIEW, CA",02/06/2020
925,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","MOUNTAIN VIEW, CA",02/10/2020
926,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","MOUNTAIN VIEW, CA",02/11/2020
927,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","MOUNTAIN VIEW, CA",02/17/2020
928,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","MOUNTAIN VIEW, CA",12/16/2019
929,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","MOUNTAIN VIEW, CA",01/19/2021
930,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","MOUNTAIN VIEW, CA",12/17/2019
931,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","MOUNTAIN VIEW, CA",09/17/2021
932,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","MOUNTAIN VIEW, CA",02/01/2021
933,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","MOUNTAIN VIEW, CA",02/10/2021
934,ENQUERO INC,DATA SCIENTIST,"112,310","MOUNTAIN VIEW, CA",04/23/2020
935,LINKEDIN CORPORATION,DATA SCIENTIST,"114,358","MOUNTAIN VIEW, CA",10/27/2015
936,BOOMERANG COMMERCE INC,DATA SCIENTIST,"114,358","MOUNTAIN VIEW, CA",03/09/2016
937,LINKEDIN CORPORATION,DATA SCIENTIST,"114,358","MOUNTAIN VIEW, CA",03/05/2016
938,XAD INC,DATA SCIENTIST,"115,000","MOUNTAIN VIEW, CA",02/25/2015
939,QUORA INC,DATA SCIENTIST,"115,000","MOUNTAIN VIEW, CA",02/25/2017
940,HUMU INC,DATA SCIENTIST,"115,000","MOUNTAIN VIEW, CA",02/25/2019
941,HUMU INC,DATA SCIENTIST,"115,000","MOUNTAIN VIEW, CA",03/13/2019
942,LINKEDIN CORPORATION,DATA SCIENTIST,"115,060","MOUNTAIN VIEW, CA",03/20/2018
943,QVENTUS INC,DATA SCIENTIST,"115,190","MOUNTAIN VIEW, CA",02/26/2020
944,QVENTUS INC,DATA SCIENTIST,"115,190","MOUNTAIN VIEW, CA",02/26/2020
945,MEGAGON LABS INC,DATA SCIENTIST,"117,448","MOUNTAIN VIEW, CA",10/29/2021
946,TELADOC HEALTH INC,DATA SCIENTIST,"118,955","MOUNTAIN VIEW, CA",05/26/2021
947,LIVONGO HEALTH INC,DATA SCIENTIST,"119,350","MOUNTAIN VIEW, CA",11/10/2020
948,CONFLUENT INC,DATA SCIENTIST,"119,350","MOUNTAIN VIEW, CA",11/24/2020
949,LINKEDIN CORPORATION,DATA SCIENTIST,"119,904","MOUNTAIN VIEW, CA",03/01/2019
950,PURE STORAGE INC,DATA SCIENTIST,"120,000","MOUNTAIN VIEW, CA",02/02/2018
951,BYTEDANCE INC,DATA SCIENTIST,"120,000","MOUNTAIN VIEW, CA",05/03/2021
952,"




",null,null,null,null
953,GLOOKO INC,DATA SCIENTIST,"120,000","MOUNTAIN VIEW, CA",02/14/2019
954,AERA TECHNOLOGY INC,DATA SCIENTIST,"120,000","MOUNTAIN VIEW, CA",03/06/2019
955,CRF TECHNOLOGY CORPORATION,DATA SCIENTIST,"120,000","MOUNTAIN VIEW, CA",03/07/2017
956,QUORA INC,DATA SCIENTIST,"120,827","MOUNTAIN VIEW, CA",12/21/2020
957,QUORA INC,DATA SCIENTIST,"120,827","MOUNTAIN VIEW, CA",12/21/2020
958,LINKEDIN CORPORATION,DATA SCIENTIST,"122,000","MOUNTAIN VIEW, CA",11/25/2019
959,LINKEDIN CORPORATION,DATA SCIENTIST,"122,158","MOUNTAIN VIEW, CA",02/28/2018
960,ACTIMIZE INC,DATA SCIENTIST,"122,400","MOUNTAIN VIEW, CA",02/23/2021
961,GUARDIAN ANALYTICS INC,DATA SCIENTIST,"122,400","MOUNTAIN VIEW, CA",02/26/2020
962,GUARDIAN ANALYTICS INC,DATA SCIENTIST,"122,400","MOUNTAIN VIEW, CA",02/26/2020
963,ATLASSIAN INC,DATA SCIENTIST,"122,824","MOUNTAIN VIEW, CA",03/19/2018
964,GOOGLE LLC,DATA SCIENTIST,"123,000","MOUNTAIN VIEW, CA",01/22/2020
965,ATLASSIAN INC,DATA SCIENTIST,"123,250","MOUNTAIN VIEW, CA",03/08/2021
966,SYNOPSYS INC,DATA SCIENTIST,"123,919","MOUNTAIN VIEW, CA",09/17/2021
967,MICROSOFT CORPORATION,DATA SCIENTIST,"124,000","MOUNTAIN VIEW, CA",03/23/2015
968,GOOGLE LLC,DATA SCIENTIST,"124,000","MOUNTAIN VIEW, CA",01/07/2020
969,UPWORK INC,DATA SCIENTIST,"124,342","MOUNTAIN VIEW, CA",02/16/2017
970,XAD INC,DATA SCIENTIST,"125,000","MOUNTAIN VIEW, CA",02/24/2016
971,COURSERA INC,DATA SCIENTIST,"125,000","MOUNTAIN VIEW, CA",04/15/2021
972,INTUIT INC,DATA SCIENTIST,"125,000","MOUNTAIN VIEW, CA",03/06/2019
973,LINKEDIN CORPORATION,DATA SCIENTIST,"126,095","MOUNTAIN VIEW, CA",02/16/2021
974,23ANDME INC,DATA SCIENTIST,"126,500","MOUNTAIN VIEW, CA",03/06/2018
975,COURSERA INC,DATA SCIENTIST,"127,000","MOUNTAIN VIEW, CA",01/20/2021
976,GOOGLE LLC,DATA SCIENTIST,"128,000","MOUNTAIN VIEW, CA",01/19/2019
977,TIKTOK INC,DATA SCIENTIST,"128,000","MOUNTAIN VIEW, CA",03/10/2020
978,TIKTOK INC,DATA SCIENTIST,"128,000","MOUNTAIN VIEW, CA",03/11/2020
979,LINKEDIN CORPORATION,DATA SCIENTIST,"129,189","MOUNTAIN VIEW, CA",09/23/2019
980,INTUIT INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",10/01/2020
981,UDACITY INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",11/14/2014
982,BYTEDANCE INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",08/31/2021
983,INTUIT INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",03/28/2022
984,ADI WORLDLINK LLC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",04/01/2022
985,CREDIT SESAME INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",04/03/2020
986,BYTEDANCE INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",05/03/2021
987,PURE STORAGE INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",04/19/2022
988,INTUIT INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",03/09/2021
989,INTUIT INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",03/23/2021
990,ONELOOK INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",03/24/2021
991,INTUIT INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",03/06/2020
992,DATATRON TECHNOLOGIES INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",02/28/2019
993,"




",null,null,null,null
994,BYTEDANCE INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",09/14/2021
995,INTUIT INC,DATA SCIENTIST,"130,000","MOUNTAIN VIEW, CA",01/27/2021
996,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"130,894","MOUNTAIN VIEW, CA",11/10/2021
997,GOOGLE LLC,DATA SCIENTIST,"131,000","MOUNTAIN VIEW, CA",01/29/2018
998,GOOGLE LLC,DATA SCIENTIST,"131,000","MOUNTAIN VIEW, CA",01/10/2019
999,GOOGLE LLC,DATA SCIENTIST,"131,000","MOUNTAIN VIEW, CA",01/25/2019
1000,GOOGLE LLC,DATA SCIENTIST,"131,000","MOUNTAIN VIEW, CA",01/10/2019
1001,GOOGLE LLC,DATA SCIENTIST,"131,000","MOUNTAIN VIEW, CA",01/10/2019
1002,GUARDIAN ANALYTICS INC,DATA SCIENTIST,"131,250","MOUNTAIN VIEW, CA",02/26/2020
1003,ACTIMIZE INC,DATA SCIENTIST,"131,600","MOUNTAIN VIEW, CA",01/06/2022
1004,LINKEDIN CORPORATION,DATA SCIENTIST,"131,997","MOUNTAIN VIEW, CA",03/05/2019
1005,ATLASSIAN INC,DATA SCIENTIST,"131,997","MOUNTAIN VIEW, CA",03/21/2019
1006,BIDGELY INC,DATA SCIENTIST,"131,997","MOUNTAIN VIEW, CA",03/12/2019
1007,INTUIT INC,DATA SCIENTIST,"131,997","MOUNTAIN VIEW, CA",02/07/2019
1008,MINDSTRONG INC,DATA SCIENTIST,"132,000","MOUNTAIN VIEW, CA",11/02/2020
1009,MINDSTRONG INC,DATA SCIENTIST,"132,000","MOUNTAIN VIEW, CA",11/03/2020
1010,BYTEDANCE INC,DATA SCIENTIST,"132,000","MOUNTAIN VIEW, CA",04/19/2022
1011,VARMOUR NETWORKS INC,DATA SCIENTIST,"132,000","MOUNTAIN VIEW, CA",02/01/2019
1012,GOOGLE LLC,DATA SCIENTIST,"133,000","MOUNTAIN VIEW, CA",05/28/2021
1013,COURSERA INC,DATA SCIENTIST,"134,000","MOUNTAIN VIEW, CA",02/28/2017
1014,ARIMO INC,DATA SCIENTIST,"134,971","MOUNTAIN VIEW, CA",03/14/2017
1015,INTUIT INC,DATA SCIENTIST,"135,000","MOUNTAIN VIEW, CA",03/30/2022
1016,BYTEDANCE INC,DATA SCIENTIST,"135,000","MOUNTAIN VIEW, CA",05/07/2021
1017,ADARA INC,DATA SCIENTIST,"135,000","MOUNTAIN VIEW, CA",03/18/2016
1018,XAD INC,DATA SCIENTIST,"135,000","MOUNTAIN VIEW, CA",02/12/2020
1019,XAD INC,DATA SCIENTIST,"135,000","MOUNTAIN VIEW, CA",02/12/2020
1020,GOOGLE LLC,DATA SCIENTIST,"135,660","MOUNTAIN VIEW, CA",03/01/2022
1021,GOOGLE LLC,DATA SCIENTIST,"136,000","MOUNTAIN VIEW, CA",01/18/2019
1022,SENTIEON INC,DATA SCIENTIST,"136,000","MOUNTAIN VIEW, CA",03/06/2018
1023,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",04/20/2020
1024,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/15/2019
1025,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/18/2019
1026,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",02/03/2019
1027,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",02/03/2019
1028,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",03/17/2019
1029,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",03/09/2019
1030,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/16/2019
1031,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/15/2019
1032,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/25/2019
1033,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/29/2019
1034,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/31/2019
1035,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",02/27/2019
1036,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/23/2019
1037,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",12/16/2019
1038,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",12/17/2019
1039,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",12/18/2019
1040,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/03/2020
1041,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/03/2020
1042,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/05/2020
1043,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/13/2020
1044,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/13/2020
1045,GOOGLE LLC,DATA SCIENTIST,"137,000","MOUNTAIN VIEW, CA",01/17/2020
1046,TELADOC HEALTH INC,DATA SCIENTIST,"138,341","MOUNTAIN VIEW, CA",04/02/2021
1047,GOOGLE LLC,DATA SCIENTIST,"139,000","MOUNTAIN VIEW, CA",01/29/2019
1048,XAD INC,DATA SCIENTIST,"140,000","MOUNTAIN VIEW, CA",05/02/2019
1049,CAPE ANALYTICS INC,DATA SCIENTIST,"140,000","MOUNTAIN VIEW, CA",12/09/2016
1050,AMERICAN CENTURY INVESTMENT MANAGEMENT INC,DATA SCIENTIST,"140,000","MOUNTAIN VIEW, CA",04/28/2020
1051,WAYMO LLC,DATA SCIENTIST,"140,000","MOUNTAIN VIEW, CA",03/02/2020
1052,COURSERA INC,DATA SCIENTIST,"140,000","MOUNTAIN VIEW, CA",03/04/2017
1053,GOOGLE LLC,DATA SCIENTIST,"140,000","MOUNTAIN VIEW, CA",01/18/2019
1054,BIDGELY INC,DATA SCIENTIST,"140,000","MOUNTAIN VIEW, CA",03/01/2019
1055,CONFLUENT INC,DATA SCIENTIST,"140,000","MOUNTAIN VIEW, CA",12/19/2019
1056,PURE STORAGE INC,DATA SCIENTIST,"140,400","MOUNTAIN VIEW, CA",04/28/2022
1057,GOOGLE LLC,DATA SCIENTIST,"141,000","MOUNTAIN VIEW, CA",01/11/2019
1058,GOOGLE LLC,DATA SCIENTIST,"141,000","MOUNTAIN VIEW, CA",01/22/2019
1059,GOOGLE LLC,DATA SCIENTIST,"141,000","MOUNTAIN VIEW, CA",01/09/2020
1060,BIDGELY INC,DATA SCIENTIST,"141,586","MOUNTAIN VIEW, CA",02/28/2020
1061,ATLASSIAN INC,DATA SCIENTIST,"141,586","MOUNTAIN VIEW, CA",03/05/2020
1062,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",02/05/2020
1063,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",03/03/2021
1064,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",02/14/2020
1065,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",02/25/2020
1066,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",02/26/2020
1067,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",01/15/2020
1068,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",03/09/2020
1069,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",01/27/2021
1070,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",02/01/2021
1071,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",02/04/2021
1072,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",02/05/2021
1073,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",02/06/2021
1074,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",01/14/2020
1075,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",01/14/2020
1076,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",01/15/2020
1077,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",01/15/2020
1078,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",01/15/2020
1079,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",01/16/2020
1080,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",01/16/2020
1081,GOOGLE LLC,DATA SCIENTIST,"142,000","MOUNTAIN VIEW, CA",01/16/2020
1082,GOOGLE LLC,DATA SCIENTIST,"142,400","MOUNTAIN VIEW, CA",03/06/2020
1083,GOOGLE LLC,DATA SCIENTIST,"142,500","MOUNTAIN VIEW, CA",03/03/2021
1084,QUORA INC,DATA SCIENTIST,"143,000","MOUNTAIN VIEW, CA",02/25/2017
1085,QUORA INC,DATA SCIENTIST,"143,000","MOUNTAIN VIEW, CA",03/02/2017
1086,CAPE ANALYTICS INC,DATA SCIENTIST,"144,000","MOUNTAIN VIEW, CA",04/29/2022
1087,GOOGLE LLC,DATA SCIENTIST,"144,000","MOUNTAIN VIEW, CA",01/18/2019
1088,GOOGLE LLC,DATA SCIENTIST,"144,000","MOUNTAIN VIEW, CA",01/07/2020
1089,TELADOC HEALTH INC,DATA SCIENTIST,"144,123","MOUNTAIN VIEW, CA",04/12/2021
1090,UPWORK INC,DATA SCIENTIST,"144,200","MOUNTAIN VIEW, CA",02/21/2018
1091,GOOGLE LLC,DATA SCIENTIST,"145,000","MOUNTAIN VIEW, CA",01/07/2021
1092,SHAPE SECURITY INC,DATA SCIENTIST,"145,000","MOUNTAIN VIEW, CA",01/12/2017
1093,PARTICLE MEDIA INC,DATA SCIENTIST,"145,000","MOUNTAIN VIEW, CA",05/07/2021
1094,INTUIT INC,DATA SCIENTIST,"145,000","MOUNTAIN VIEW, CA",03/01/2018
1095,NURO INC,DATA SCIENTIST,"145,000","MOUNTAIN VIEW, CA",03/02/2021
1096,NURO INC,DATA SCIENTIST,"145,000","MOUNTAIN VIEW, CA",03/02/2021
1097,COURSERA INC,DATA SCIENTIST,"145,000","MOUNTAIN VIEW, CA",03/04/2017
1098,PURE STORAGE INC,DATA SCIENTIST,"145,000","MOUNTAIN VIEW, CA",03/07/2017
1099,NEEVA INC,DATA SCIENTIST,"145,000","MOUNTAIN VIEW, CA",12/09/2021
1100,GOOGLE LLC,DATA SCIENTIST,"145,000","MOUNTAIN VIEW, CA",01/06/2020
1101,GOOGLE LLC,DATA SCIENTIST,"146,000","MOUNTAIN VIEW, CA",01/29/2019
1102,GOOGLE LLC,DATA SCIENTIST,"146,000","MOUNTAIN VIEW, CA",04/16/2019
1103,LIVONGO HEALTH INC,DATA SCIENTIST,"146,307","MOUNTAIN VIEW, CA",12/03/2020
1104,GOOGLE LLC,DATA SCIENTIST,"147,000","MOUNTAIN VIEW, CA",03/25/2021
1105,CREDIT SESAME INC,DATA SCIENTIST,"147,000","MOUNTAIN VIEW, CA",05/19/2021
1106,GOOGLE LLC,DATA SCIENTIST,"147,000","MOUNTAIN VIEW, CA",01/27/2021
1107,GOOGLE LLC,DATA SCIENTIST,"147,000","MOUNTAIN VIEW, CA",03/25/2021
1108,GOOGLE LLC,DATA SCIENTIST,"147,000","MOUNTAIN VIEW, CA",12/16/2019
1109,GOOGLE LLC,DATA SCIENTIST,"147,000","MOUNTAIN VIEW, CA",01/26/2021
1110,GOOGLE LLC,DATA SCIENTIST,"147,000","MOUNTAIN VIEW, CA",02/05/2021
1111,GOOGLE LLC,DATA SCIENTIST,"148,000","MOUNTAIN VIEW, CA",01/12/2021
1112,GOOGLE LLC,DATA SCIENTIST,"148,000","MOUNTAIN VIEW, CA",02/23/2021
1113,GOOGLE LLC,DATA SCIENTIST,"148,000","MOUNTAIN VIEW, CA",02/25/2021
1114,GOOGLE LLC,DATA SCIENTIST,"148,000","MOUNTAIN VIEW, CA",02/25/2021
1115,GOOGLE LLC,DATA SCIENTIST,"148,000","MOUNTAIN VIEW, CA",01/27/2021
