,company,title,salary,location,date
0,BEACONFIRE STAFFING SOLUTIONS INC,DATA SCIENTIST,"76,920","SAN JOSE, CA",05/06/2021
1,BEACONFIRE STAFFING SOLUTIONS INC,DATA SCIENTIST,"91,340","SAN JOSE, CA",05/06/2021
2,VALIANTICA INC,DATA SCIENTIST,"101,740","SAN JOSE, CA",03/20/2019
3,ZOLON TECH SOLUTIONS INC,DATA SCIENTIST,"111,580","SAN JOSE, CA",04/22/2022
4,BRANCH MESSENGER INC,DATA SCIENTIST,"117,500","SAN JOSE, CA",03/06/2018
5,CHOBANIAN GROUP LLC,DATA SCIENTIST,"136,140","SAN JOSE, CA",04/16/2020
6,VIRTUAL ENTERPRISE SYSTEM SOLUTIONS INC,DATA SCIENTIST,"51,355","SAN JOSE, CA",03/19/2019
7,PEOPLEAXIS INC,DATA SCIENTIST,"66,518","SAN JOSE, CA",03/16/2017
8,TIVO INC,DATA SCIENTIST,"72,000","SAN JOSE, CA",02/11/2015
9,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"72,280","SAN JOSE, CA",10/11/2019
10,"
 
",null,null,null,null
11,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"72,280","SAN JOSE, CA",10/21/2019
12,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"72,280","SAN JOSE, CA",11/04/2019
13,GOSVEA INC,DATA SCIENTIST,"72,758","SAN JOSE, CA",03/14/2017
14,INFORMATION RESOURCES INC,DATA SCIENTIST,"75,421","SAN JOSE, CA",04/12/2022
15,FINXERA INC,DATA SCIENTIST,"80,000","SAN JOSE, CA",02/14/2019
16,BKFS I SERVICES LLC,DATA SCIENTIST,"80,000","SAN JOSE, CA",03/08/2021
17,MODIS E&T LLC,DATA SCIENTIST,"82,909","SAN JOSE, CA",03/22/2018
18,MODIS E&T LLC,DATA SCIENTIST,"82,909","SAN JOSE, CA",03/22/2018
19,MODIS E&T LLC,DATA SCIENTIST,"82,909","SAN JOSE, CA",03/22/2018
20,VIASAT INC,DATA SCIENTIST,"83,225","SAN JOSE, CA",01/21/2020
21,FOXCONN ASSEMBLY LLC,DATA SCIENTIST,"85,000","SAN JOSE, CA",04/08/2022
22,PAYPAL INC,DATA SCIENTIST,"85,000","SAN JOSE, CA",05/11/2021
23,WRIKE INC,DATA SCIENTIST,"87,000","SAN JOSE, CA",02/16/2018
24,VIASAT INC,DATA SCIENTIST,"87,400","SAN JOSE, CA",02/05/2020
25,CLOUDWICK TECHNOLOGIES INC,DATA SCIENTIST,"88,254","SAN JOSE, CA",02/20/2015
26,CLOUDWICK TECHNOLOGIES INC,DATA SCIENTIST,"88,254","SAN JOSE, CA",02/20/2015
27,CLOUDWICK TECHNOLOGIES INC,DATA SCIENTIST,"88,254","SAN JOSE, CA",02/20/2015
28,SKYTREE INC,DATA SCIENTIST,"89,024","SAN JOSE, CA",03/10/2016
29,SKYTREE INC,DATA SCIENTIST,"89,024","SAN JOSE, CA",03/16/2016
30,BIS CONSULTING INC,DATA SCIENTIST,"90,500","SAN JOSE, CA",04/12/2021
31,APIGEE CORPORATION,DATA SCIENTIST,"91,000","SAN JOSE, CA",03/10/2015
32,OOCL (USA) INC,DATA SCIENTIST,"91,395","SAN JOSE, CA",02/27/2020
33,FINXERA INC,DATA SCIENTIST,"92,414","SAN JOSE, CA",02/14/2019
34,QUANTIPLY CORPORATION,DATA SCIENTIST,"93,000","SAN JOSE, CA",03/08/2018
35,IBM CORPORATION,DATA SCIENTIST,"93,600","SAN JOSE, CA",02/19/2019
36,MARKET STRATEGY GROUP LLC,DATA SCIENTIST,"95,000","SAN JOSE, CA",04/20/2022
37,EBAY INC,DATA SCIENTIST,"95,243","SAN JOSE, CA",12/07/2016
38,AFFINITY SOLUTIONS INC,DATA SCIENTIST,"95,243","SAN JOSE, CA",03/17/2017
39,TRUSTED PATTERNS INC,DATA SCIENTIST,"95,638","SAN JOSE, CA",01/28/2019
40,"




",null,null,null,null
41,SCRY ANALYTICS INC,DATA SCIENTIST,"96,600","SAN JOSE, CA",02/27/2017
42,SCRY ANALYTICS INC,DATA SCIENTIST,"96,600","SAN JOSE, CA",02/27/2017
43,SCRY ANALYTICS INC,DATA SCIENTIST,"96,990","SAN JOSE, CA",03/01/2018
44,SCRY ANALYTICS INC,DATA SCIENTIST,"96,990","SAN JOSE, CA",03/01/2018
45,REALFLEX APPLICATIONS LLC,DATA SCIENTIST,"96,990","SAN JOSE, CA",03/27/2018
46,SCRY ANALYTICS INC,DATA SCIENTIST,"96,990","SAN JOSE, CA",03/01/2018
47,SCRY ANALYTICS INC,DATA SCIENTIST,"96,990","SAN JOSE, CA",03/01/2018
48,CISCO SYSTEMS INC,DATA SCIENTIST,"98,134","SAN JOSE, CA",11/17/2021
49,STRIPE INC,DATA SCIENTIST,"98,134","SAN JOSE, CA",08/27/2021
50,ORRION LLC,DATA SCIENTIST,"100,000","SAN JOSE, CA",03/13/2018
51,ORRION LLC,DATA SCIENTIST,"100,000","SAN JOSE, CA",03/19/2018
52,ANTSQUARE INC,DATA SCIENTIST,"100,000","SAN JOSE, CA",03/10/2017
53,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"100,152","SAN JOSE, CA",01/15/2020
54,IBM CORPORATION,DATA SCIENTIST,"102,200","SAN JOSE, CA",01/08/2019
55,IBM CORPORATION,DATA SCIENTIST,"102,200","SAN JOSE, CA",01/08/2019
56,IBM CORPORATION,DATA SCIENTIST,"102,200","SAN JOSE, CA",01/10/2019
57,IBM CORPORATION,DATA SCIENTIST,"102,200","SAN JOSE, CA",02/05/2019
58,IBM CORPORATION,DATA SCIENTIST,"102,200","SAN JOSE, CA",01/08/2019
59,CISCO SYSTEMS INC,DATA SCIENTIST,"103,000","SAN JOSE, CA",10/22/2021
60,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"103,200","SAN JOSE, CA",02/27/2020
61,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"103,200","SAN JOSE, CA",01/02/2020
62,AFFINITY SOLUTIONS INC,DATA SCIENTIST,"104,000","SAN JOSE, CA",03/17/2018
63,PAYPAL INC,DATA SCIENTIST,"104,000","SAN JOSE, CA",02/10/2021
64,ABZOOBA INC,DATA SCIENTIST,"104,291","SAN JOSE, CA",07/23/2021
65,TIVO SOLUTIONS INC (F/K/A TIVO INC),DATA SCIENTIST,"104,500","SAN JOSE, CA",10/27/2017
66,SCRY ANALYTICS INC,DATA SCIENTIST,"105,810","SAN JOSE, CA",04/22/2019
67,SCRY ANALYTICS INC,DATA SCIENTIST,"105,810","SAN JOSE, CA",02/28/2019
68,REALFLEX APPLICATIONS LLC,DATA SCIENTIST,"106,000","SAN JOSE, CA",01/09/2019
69,ULTA BEAUTY INC,DATA SCIENTIST,"108,784","SAN JOSE, CA",03/27/2020
70,ULTA BEAUTY INC,DATA SCIENTIST,"108,784","SAN JOSE, CA",03/27/2020
71,ULTA BEAUTY INC,DATA SCIENTIST,"108,784","SAN JOSE, CA",04/10/2020
72,ULTA BEAUTY INC,DATA SCIENTIST,"108,784","SAN JOSE, CA",03/27/2020
73,ULTA INC WHOLLY OWNED SUBSIDIARY OF ULTA BEAUTY INC,DATA SCIENTIST,"109,242","SAN JOSE, CA",03/14/2019
74,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"109,554","SAN JOSE, CA",11/12/2019
75,ADOBE INC,DATA SCIENTIST,"109,554","SAN JOSE, CA",01/23/2020
76,T3C INC,DATA SCIENTIST,"109,554","SAN JOSE, CA",03/06/2020
77,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"109,554","SAN JOSE, CA",03/18/2020
78,IMMERSION CORPORATION,DATA SCIENTIST,"110,000","SAN JOSE, CA",10/27/2016
79,C1X INC,DATA SCIENTIST,"110,000","SAN JOSE, CA",10/23/2014
80,[24]7AI INC,DATA SCIENTIST,"110,000","SAN JOSE, CA",03/25/2020
81,"




",null,null,null,null
82,LITMUS AUTOMATION INC,DATA SCIENTIST,"110,000","SAN JOSE, CA",05/10/2021
83,NETAPP INC,DATA SCIENTIST,"110,000","SAN JOSE, CA",04/19/2022
84,VIZZARIO INC,DATA SCIENTIST,"110,000","SAN JOSE, CA",03/12/2019
85,APPLAB SYSTEMS INC,DATA SCIENTIST,"110,000","SAN JOSE, CA",01/07/2019
86,BRIGHTSIDE BENEFIT INC,DATA SCIENTIST,"110,926","SAN JOSE, CA",08/10/2020
87,INFORMATION RESOURCES INC,DATA SCIENTIST,"111,000","SAN JOSE, CA",02/26/2021
88,IBM CORPORATION,DATA SCIENTIST,"113,200","SAN JOSE, CA",01/31/2019
89,SAMSUNG SDS GLOBAL SCL AMERICA INC,DATA SCIENTIST,"113,350","SAN JOSE, CA",03/08/2017
90,VECTRA NETWORKS INC,DATA SCIENTIST,"114,358","SAN JOSE, CA",03/09/2016
91,NIMBLE STORAGE INC,DATA SCIENTIST,"115,000","SAN JOSE, CA",03/14/2016
92,APPZEN INC,DATA SCIENTIST,"115,000","SAN JOSE, CA",03/13/2018
93,[24]7AI INC,DATA SCIENTIST,"115,000","SAN JOSE, CA",03/16/2021
94,EBAY INC,DATA SCIENTIST,"115,000","SAN JOSE, CA",12/17/2018
95,ZOOM VIDEO COMMUNICATIONS INC,DATA SCIENTIST,"115,000","SAN JOSE, CA",08/24/2020
96,NUTANIX INC,DATA SCIENTIST,"115,000","SAN JOSE, CA",02/27/2018
97,PAYPAL INC,DATA SCIENTIST,"115,000","SAN JOSE, CA",12/23/2014
98,PLURALSIGHT LLC,DATA SCIENTIST,"116,043","SAN JOSE, CA",08/03/2021
99,ACHIEVA IT INC,DATA SCIENTIST,"116,043","SAN JOSE, CA",10/14/2021
100,PLURALSIGHT LLC,DATA SCIENTIST,"116,043","SAN JOSE, CA",08/03/2021
101,ADOBE INC,DATA SCIENTIST,"116,043","SAN JOSE, CA",12/29/2021
102,3IGEEKS LLC,DATA SCIENTIST,"116,050","SAN JOSE, CA",12/05/2021
103,3IGEEKS LLC,DATA SCIENTIST,"116,050","SAN JOSE, CA",12/30/2021
104,CISCO SYSTEMS INC,DATA SCIENTIST,"116,200","SAN JOSE, CA",02/22/2020
105,SCRY ANALYTICS INC,DATA SCIENTIST,"116,834","SAN JOSE, CA",09/09/2021
106,ADOBE INC,DATA SCIENTIST,"116,896","SAN JOSE, CA",01/08/2020
107,UNIYOND EDUCATION TECHNOLOGY INC,DATA SCIENTIST,"117,000","SAN JOSE, CA",04/26/2022
108,HEWLETT PACKARD ENTERPRISE COMPANY,DATA SCIENTIST,"117,233","SAN JOSE, CA",02/10/2022
109,HGST INC,DATA SCIENTIST,"118,800","SAN JOSE, CA",03/26/2019
110,SUZY INC,DATA SCIENTIST,"120,000","SAN JOSE, CA",08/09/2021
111,PAYPAL INC,DATA SCIENTIST,"120,000","SAN JOSE, CA",12/06/2016
112,SAMSUNG SDS AMERICA INC,DATA SCIENTIST,"120,000","SAN JOSE, CA",12/03/2014
113,BIS CONSULTING INC,DATA SCIENTIST,"120,000","SAN JOSE, CA",03/21/2018
114,PAYPAL INC,DATA SCIENTIST,"120,000","SAN JOSE, CA",02/01/2019
115,NUTANIX INC,DATA SCIENTIST,"120,000","SAN JOSE, CA",02/19/2019
116,PAYPAL INC,DATA SCIENTIST,"120,000","SAN JOSE, CA",03/03/2020
117,PATTERNEX INC,DATA SCIENTIST,"120,349","SAN JOSE, CA",03/07/2016
118,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"120,390","SAN JOSE, CA",02/25/2020
119,EDRIVING LLC,DATA SCIENTIST,"120,578","SAN JOSE, CA",03/11/2021
120,SCRY ANALYTICS INC,DATA SCIENTIST,"120,578","SAN JOSE, CA",03/19/2021
121,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"120,578","SAN JOSE, CA",04/06/2021
122,"




",null,null,null,null
123,XILINX INC,DATA SCIENTIST,"120,663","SAN JOSE, CA",03/08/2019
124,FISERV SOLUTIONS LLC,DATA SCIENTIST,"120,827","SAN JOSE, CA",06/30/2021
125,PAYPAL INC,DATA SCIENTIST,"120,827","SAN JOSE, CA",10/07/2020
126,EBAY INC,DATA SCIENTIST,"120,827","SAN JOSE, CA",10/07/2020
127,FISERV SOLUTIONS LLC,DATA SCIENTIST,"120,827","SAN JOSE, CA",05/26/2021
128,CISCO SYSTEMS INC,DATA SCIENTIST,"120,931","SAN JOSE, CA",12/21/2020
129,BIG DATA FEDERATION INC,DATA SCIENTIST,"121,000","SAN JOSE, CA",04/12/2022
130,BIG DATA FEDERATION INC,DATA SCIENTIST,"121,000","SAN JOSE, CA",02/18/2022
131,EDISON SOFTWARE,DATA SCIENTIST,"122,158","SAN JOSE, CA",03/21/2018
132,OOCL (USA) INC,DATA SCIENTIST,"122,221","SAN JOSE, CA",03/19/2019
133,EDRIVING LLC,DATA SCIENTIST,"122,408","SAN JOSE, CA",02/07/2020
134,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"122,900","SAN JOSE, CA",02/16/2022
135,SAMSUNG SDS GLOBAL SCL AMERICA INC,DATA SCIENTIST,"123,614","SAN JOSE, CA",03/13/2018
136,PAYPAL INC,DATA SCIENTIST,"124,000","SAN JOSE, CA",05/11/2021
137,PATTERNEX INC,DATA SCIENTIST,"124,675","SAN JOSE, CA",02/14/2017
138,PAYPAL INC,DATA SCIENTIST,"124,911","SAN JOSE, CA",09/28/2017
139,VECTRA NETWORKS INC,DATA SCIENTIST,"125,000","SAN JOSE, CA",02/13/2016
140,PAYPAL INC,DATA SCIENTIST,"125,000","SAN JOSE, CA",05/05/2021
141,EBAY INC,DATA SCIENTIST,"125,000","SAN JOSE, CA",01/11/2019
142,SPECIFIC DIAGNOSTICS INC,DATA SCIENTIST,"125,000","SAN JOSE, CA",03/03/2022
143,BIG DATA FEDERATION INC,DATA SCIENTIST,"125,965","SAN JOSE, CA",04/16/2021
144,ZSCALER INC,DATA SCIENTIST,"125,965","SAN JOSE, CA",02/23/2021
145,BIG DATA FEDERATION INC,DATA SCIENTIST,"125,965","SAN JOSE, CA",04/16/2021
146,VECTRA NETWORKS,DATA SCIENTIST,"126,000","SAN JOSE, CA",03/12/2018
147,MANTHAN SYSTEMS INC,DATA SCIENTIST,"126,000","SAN JOSE, CA",12/06/2018
148,CISCO SYSTEMS INC,DATA SCIENTIST,"126,599","SAN JOSE, CA",05/03/2021
149,PAYPAL INC,DATA SCIENTIST,"127,000","SAN JOSE, CA",05/04/2021
150,EBAY INC,DATA SCIENTIST,"127,500","SAN JOSE, CA",04/20/2021
151,EBAY INC,DATA SCIENTIST,"130,000","SAN JOSE, CA",11/12/2019
152,NATIVEX HOLDINGS LLC,DATA SCIENTIST,"130,000","SAN JOSE, CA",01/29/2016
153,NATIVEX LLC,DATA SCIENTIST,"130,000","SAN JOSE, CA",02/18/2016
154,AETNA RESOURCES LLC,DATA SCIENTIST,"130,000","SAN JOSE, CA",04/08/2022
155,VECTRA NETWORKS INC,DATA SCIENTIST,"130,000","SAN JOSE, CA",03/23/2015
156,TRACEVECTOR INC,DATA SCIENTIST,"130,000","SAN JOSE, CA",03/23/2015
157,GUAVUS INC,DATA SCIENTIST,"130,000","SAN JOSE, CA",01/21/2020
158,EBAY INC,DATA SCIENTIST,"130,000","SAN JOSE, CA",02/08/2019
159,EBAY INC,DATA SCIENTIST,"130,000","SAN JOSE, CA",08/08/2019
160,IBM CORPORATION,DATA SCIENTIST,"130,001","SAN JOSE, CA",02/02/2018
161,PAYPAL INC,DATA SCIENTIST,"130,560","SAN JOSE, CA",10/26/2015
162,CISCO SYSTEMS INC,DATA SCIENTIST,"130,749","SAN JOSE, CA",04/08/2021
163,"




",null,null,null,null
164,CISCO SYSTEMS INC,DATA SCIENTIST,"131,726","SAN JOSE, CA",10/07/2019
165,IBM CORPORATION,DATA SCIENTIST,"131,997","SAN JOSE, CA",12/13/2018
166,IBM CORPORATION,DATA SCIENTIST,"131,997","SAN JOSE, CA",04/09/2019
167,ADOBE SYSTEMS INCORPORATED,DATA SCIENTIST,"131,997","SAN JOSE, CA",08/29/2018
168,EDRIVING LLC,DATA SCIENTIST,"132,000","SAN JOSE, CA",03/11/2021
169,CISCO SYSTEMS INC,DATA SCIENTIST,"132,184","SAN JOSE, CA",02/12/2019
170,ILAP SYSTEMS INC,DATA SCIENTIST,"132,200","SAN JOSE, CA",04/13/2022
171,ADOBE SYSTEMS INCORPORATED,DATA SCIENTIST,"133,769","SAN JOSE, CA",01/08/2018
172,VECTRA AI INC,DATA SCIENTIST,"134,000","SAN JOSE, CA",03/18/2019
173,CISCO SYSTEMS INC,DATA SCIENTIST,"134,200","SAN JOSE, CA",02/02/2020
174,WERIDE CORP,DATA SCIENTIST,"135,000","SAN JOSE, CA",04/08/2022
175,CISCO SYSTEMS INC,DATA SCIENTIST,"135,000","SAN JOSE, CA",05/10/2021
176,APPZEN INC,DATA SCIENTIST,"135,000","SAN JOSE, CA",06/12/2018
177,VECTRA AI INC,DATA SCIENTIST,"135,000","SAN JOSE, CA",03/18/2019
178,VECTRA AI INC,DATA SCIENTIST,"135,000","SAN JOSE, CA",04/01/2019
179,ROKU INC,DATA SCIENTIST,"135,000","SAN JOSE, CA",03/15/2022
180,CISCO SYSTEMS INC,DATA SCIENTIST,"135,200","SAN JOSE, CA",02/29/2020
181,SPLUNK INC,DATA SCIENTIST,"135,387","SAN JOSE, CA",12/02/2016
182,CISCO SYSTEMS INC,DATA SCIENTIST,"135,387","SAN JOSE, CA",03/15/2017
183,SAMSUNG SDS AMERICA INC,DATA SCIENTIST,"135,769","SAN JOSE, CA",07/16/2021
184,MICRON TECHNOLOGY INC,DATA SCIENTIST,"136,000","SAN JOSE, CA",02/25/2022
185,XILINX INC,DATA SCIENTIST,"136,128","SAN JOSE, CA",04/13/2022
186,CISCO SYSTEMS INC,DATA SCIENTIST,"136,531","SAN JOSE, CA",02/13/2020
187,EBAY INC,DATA SCIENTIST,"136,680","SAN JOSE, CA",03/11/2021
188,CISCO SYSTEMS INC,DATA SCIENTIST,"137,220","SAN JOSE, CA",09/08/2021
189,SAMSUNG SDS AMERICA INC,DATA SCIENTIST,"137,350","SAN JOSE, CA",03/16/2017
190,ADOBE INC,DATA SCIENTIST,"137,363","SAN JOSE, CA",05/29/2021
191,PAYPAL INC,DATA SCIENTIST,"138,000","SAN JOSE, CA",03/15/2018
192,HEWLETT PACKARD ENTERPRISE COMPANY,DATA SCIENTIST,"138,000","SAN JOSE, CA",03/08/2022
193,PAYPAL INC,DATA SCIENTIST,"138,528","SAN JOSE, CA",04/08/2022
194,ADOBE SYSTEMS INCORPORATED,DATA SCIENTIST,"138,923","SAN JOSE, CA",03/14/2017
195,EBAY INC,DATA SCIENTIST,"139,672","SAN JOSE, CA",05/25/2016
196,IBM CORPORATION,DATA SCIENTIST,"140,000","SAN JOSE, CA",03/15/2019
197,QUANTIPLY CORPORATION,DATA SCIENTIST,"140,000","SAN JOSE, CA",09/30/2014
198,PAYPAL INC,DATA SCIENTIST,"140,000","SAN JOSE, CA",10/25/2016
199,PAYPAL INC,DATA SCIENTIST,"140,000","SAN JOSE, CA",12/02/2020
200,EBAY INC,DATA SCIENTIST,"140,000","SAN JOSE, CA",04/30/2021
201,PAYPAL INC,DATA SCIENTIST,"140,000","SAN JOSE, CA",02/28/2020
202,PAYPAL INC,DATA SCIENTIST,"140,000","SAN JOSE, CA",03/01/2020
203,ADOBE SYSTEMS INCORPORATED,DATA SCIENTIST,"140,000","SAN JOSE, CA",03/07/2016
204,IBM CORPORATION,DATA SCIENTIST,"140,000","SAN JOSE, CA",03/06/2019
205,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"141,586","SAN JOSE, CA",10/14/2019
206,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"141,586","SAN JOSE, CA",10/17/2019
207,THREATMETRIX INC,DATA SCIENTIST,"141,586","SAN JOSE, CA",11/13/2019
208,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"141,586","SAN JOSE, CA",11/18/2019
209,ADOBE INC,DATA SCIENTIST,"141,586","SAN JOSE, CA",02/25/2020
210,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"142,300","SAN JOSE, CA",11/11/2019
211,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"142,300","SAN JOSE, CA",11/25/2019
212,THERMO FISHER SCIENTIFIC,DATA SCIENTIST,"142,438","SAN JOSE, CA",08/18/2021
213,ROKU INC,DATA SCIENTIST,"142,438","SAN JOSE, CA",03/21/2022
214,MICRON TECHNOLOGY INC,DATA SCIENTIST,"142,682","SAN JOSE, CA",02/07/2020
215,PAYPAL INC,DATA SCIENTIST,"142,861","SAN JOSE, CA",01/29/2021
216,PAYPAL INC,DATA SCIENTIST,"142,861","SAN JOSE, CA",01/29/2021
217,EBAY INC,DATA SCIENTIST,"143,208","SAN JOSE, CA",01/12/2022
218,CISCO SYSTEMS INC,DATA SCIENTIST,"143,871","SAN JOSE, CA",06/28/2019
219,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"143,874","SAN JOSE, CA",07/13/2021
220,SCRY ANALYTICS INC,DATA SCIENTIST,"143,874","SAN JOSE, CA",01/24/2022
221,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"143,874","SAN JOSE, CA",02/16/2022
222,EBAY INC,DATA SCIENTIST,"144,123","SAN JOSE, CA",10/07/2020
223,PAYPAL INC,DATA SCIENTIST,"144,123","SAN JOSE, CA",10/07/2020
224,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"144,123","SAN JOSE, CA",06/08/2021
225,PAYPAL INC,DATA SCIENTIST,"144,161","SAN JOSE, CA",04/29/2022
226,EBAY INC,DATA SCIENTIST,"144,197","SAN JOSE, CA",06/04/2018
227,IBM CORPORATION,DATA SCIENTIST,"144,500","SAN JOSE, CA",04/20/2021
228,PAYPAL INC,DATA SCIENTIST,"145,000","SAN JOSE, CA",09/30/2019
229,PAYPAL INC,DATA SCIENTIST,"145,000","SAN JOSE, CA",11/25/2020
230,PAYPAL INC,DATA SCIENTIST,"145,000","SAN JOSE, CA",11/30/2020
231,PAYPAL INC,DATA SCIENTIST,"145,000","SAN JOSE, CA",05/03/2021
232,TRUSTED PATTERNS INC,DATA SCIENTIST,"145,000","SAN JOSE, CA",02/27/2018
233,WERIDE CORP,DATA SCIENTIST,"145,000","SAN JOSE, CA",04/14/2020
234,CISCO SYSTEMS INC,DATA SCIENTIST,"145,000","SAN JOSE, CA",05/27/2021
235,PAYPAL INC,DATA SCIENTIST,"145,000","SAN JOSE, CA",09/17/2019
236,PAYPAL INC,DATA SCIENTIST,"145,000","SAN JOSE, CA",08/16/2019
237,PAYPAL INC,DATA SCIENTIST,"145,000","SAN JOSE, CA",11/26/2018
238,PAYPAL INC,DATA SCIENTIST,"145,000","SAN JOSE, CA",08/28/2019
239,PAYPAL INC,DATA SCIENTIST,"146,000","SAN JOSE, CA",03/05/2020
240,CH ROBINSON WORLDWIDE INC,DATA SCIENTIST,"147,000","SAN JOSE, CA",05/12/2021
241,ADOBE SYSTEMS INCORPORATED,DATA SCIENTIST,"147,046","SAN JOSE, CA",05/27/2016
242,PAYPAL INC,DATA SCIENTIST,"148,000","SAN JOSE, CA",08/14/2019
243,PAYPAL INC,DATA SCIENTIST,"149,350","SAN JOSE, CA",04/15/2020
244,VIPSHOP US,DATA SCIENTIST,"150,000","SAN JOSE, CA",11/05/2014
245,VIPSHOP US,DATA SCIENTIST,"150,000","SAN JOSE, CA",11/10/2014
246,EBAY INC,DATA SCIENTIST,"150,000","SAN JOSE, CA",01/03/2017
247,EBAY INC,DATA SCIENTIST,"150,000","SAN JOSE, CA",10/30/2019
248,EBAY INC,DATA SCIENTIST,"150,000","SAN JOSE, CA",10/30/2019
249,PAYPAL INC,DATA SCIENTIST,"150,000","SAN JOSE, CA",04/22/2021
250,PAYPAL INC,DATA SCIENTIST,"150,000","SAN JOSE, CA",07/31/2018
251,EBAY INC,DATA SCIENTIST,"150,000","SAN JOSE, CA",02/09/2018
252,EBAY INC,DATA SCIENTIST,"150,000","SAN JOSE, CA",02/09/2022
253,PAYPAL INC,DATA SCIENTIST,"150,000","SAN JOSE, CA",02/24/2020
254,APPZEN INC,DATA SCIENTIST,"150,000","SAN JOSE, CA",03/18/2020
255,CISCO SYSTEMS INC,DATA SCIENTIST,"151,800","SAN JOSE, CA",10/09/2020
256,PAYPAL INC,DATA SCIENTIST,"151,800","SAN JOSE, CA",05/17/2021
257,OOCL USA INC,DATA SCIENTIST,"152,575","SAN JOSE, CA",03/15/2022
258,PAYPAL INC,DATA SCIENTIST,"155,000","SAN JOSE, CA",11/18/2020
259,PAYPAL INC,DATA SCIENTIST,"155,000","SAN JOSE, CA",04/28/2021
260,ADOBE SYSTEMS INCORPORATED,DATA SCIENTIST,"155,000","SAN JOSE, CA",01/04/2018
261,SENTIEON INC,DATA SCIENTIST,"156,000","SAN JOSE, CA",03/23/2020
262,EBAY INC,DATA SCIENTIST,"156,839","SAN JOSE, CA",05/04/2021
263,EBAY INC,DATA SCIENTIST,"156,839","SAN JOSE, CA",03/19/2021
264,XACTLY CORPORATION,DATA SCIENTIST,"157,602","SAN JOSE, CA",03/23/2015
265,ZOOM VIDEO COMMUNICATIONS INC,DATA SCIENTIST,"158,000","SAN JOSE, CA",10/30/2020
266,ZOOM VIDEO COMMUNICATIONS INC,DATA SCIENTIST,"158,000","SAN JOSE, CA",11/16/2020
267,MIDEA EMERGING TECHNOLOGY CO LTD,DATA SCIENTIST,"158,163","SAN JOSE, CA",08/10/2018
268,IBM CORPORATION,DATA SCIENTIST,"158,952","SAN JOSE, CA",04/22/2021
269,CISCO SYSTEMS INC,DATA SCIENTIST,"160,000","SAN JOSE, CA",08/19/2021
270,COINBASE INC,DATA SCIENTIST,"160,000","SAN JOSE, CA",07/26/2021
271,PAYPAL INC,DATA SCIENTIST,"160,000","SAN JOSE, CA",01/30/2018
272,APPZEN INC,DATA SCIENTIST,"160,000","SAN JOSE, CA",12/26/2019
273,PAYPAL INC,DATA SCIENTIST,"160,000","SAN JOSE, CA",01/04/2022
274,CISCO SYSTEMS INC,DATA SCIENTIST,"163,000","SAN JOSE, CA",02/26/2021
275,CISCO SYSTEMS INC,DATA SCIENTIST,"163,000","SAN JOSE, CA",04/06/2021
276,ADOBE INC,DATA SCIENTIST,"163,530","SAN JOSE, CA",04/10/2020
277,EBAY INC,DATA SCIENTIST,"164,900","SAN JOSE, CA",01/28/2021
278,APPZEN INC,DATA SCIENTIST,"165,000","SAN JOSE, CA",03/28/2022
279,XACTLY CORPORATION,DATA SCIENTIST,"165,360","SAN JOSE, CA",03/24/2016
280,ADOBE INC,DATA SCIENTIST,"168,002","SAN JOSE, CA",02/26/2020
281,ADOBE INC,DATA SCIENTIST,"168,834","SAN JOSE, CA",01/25/2022
282,DATABRICKS INC,DATA SCIENTIST,"171,300","SAN JOSE, CA",03/12/2022
283,PAYPAL INC,DATA SCIENTIST,"172,000","SAN JOSE, CA",09/17/2019
284,PAYPAL INC,DATA SCIENTIST,"175,000","SAN JOSE, CA",06/20/2019
285,MICRON TECHNOLOGY INC,DATA SCIENTIST,"175,000","SAN JOSE, CA",03/11/2022
286,PAYPAL INC,DATA SCIENTIST,"180,000","SAN JOSE, CA",11/15/2019
287,ADOBE SYSTEMS INCORPORATED,DATA SCIENTIST,"183,066","SAN JOSE, CA",03/04/2015
